order_id,order_date,revenue,quantity,order_status
ORD002538,2024-04-27,1309.55,3,Completed
ORD002539,2024-04-27,1876.02,4,Completed
ORD002531,2024-04-27,1529.2,1,Returned
ORD002540,2024-04-27,1741.97,2,Completed
ORD002542,2024-04-27,1218.95,4,Completed
ORD002543,2024-04-27,1225.91,1,Completed
ORD002544,2024-04-27,,3,Completed
ORD002545,2024-04-27,1200.11,4,Completed
ORD002546,2024-04-27,1175.36,3,Completed
ORD002547,2024-04-27,1588.52,4,Completed
ORD002548,2024-04-27,1590.28,2,Completed
ORD002549,2024-04-27,1368.61,4,Completed
ORD002541,2024-04-27,1778.45,1,Completed
ORD002550,2024-04-27,1970.51,3,Completed
ORD002552,2024-04-28,2527.97,4,Completed
ORD002553,2024-04-28,1496.25,3,Completed
ORD002569,2024-04-28,1824.48,3,Completed
ORD002567,2024-04-28,1014.76,2,Completed
ORD002566,2024-04-28,1673.81,1,Completed
ORD002565,2024-04-28,2083.68,4,Completed
ORD002564,2024-04-28,2054.86,2,Completed
ORD002563,2024-04-28,862.04,2,Completed
ORD002562,2024-04-28,1130.31,1,Completed
ORD002570,2024-04-28,1433.67,3,Completed
ORD002561,2024-04-28,1457.86,4,Returned
ORD002559,2024-04-28,1905.35,3,Completed
ORD002558,2024-04-28,2018.97,3,Completed
ORD002557,2024-04-28,1681.19,3,Completed
ORD002556,2024-04-28,1775.43,2,Completed
ORD002555,2024-04-28,1529.17,3,Completed
ORD002554,2024-04-28,2045.96,1,Completed
ORD002560,2024-04-28,1415.45,2,Completed
ORD002568,2024-04-28,1924.71,4,Cancelled
ORD002575,2024-04-29,,3,Completed
ORD002571,2024-04-29,1809.81,2,Completed
ORD002572,2024-04-29,1479.34,1,Completed
ORD002587,2024-04-29,2036.31,3,Completed
ORD002586,2024-04-29,1353.19,2,Completed
ORD002585,2024-04-29,1300.46,2,Completed
ORD002584,2024-04-29,1435.43,2,Completed
ORD002583,2024-04-29,1507.2,3,Completed
ORD002582,2024-04-29,1298.47,4,Completed
ORD002581,2024-04-29,2093.72,4,Completed
ORD002573,2024-04-29,2082.9,1,Completed
ORD002579,2024-04-29,1656.61,4,Completed
ORD002578,2024-04-29,1952.6,4,Completed
ORD002577,2024-04-29,2179.37,4,Completed
ORD002576,2024-04-29,1502.41,1,Completed
ORD002574,2024-04-29,1269.07,4,Completed
ORD002580,2024-04-29,1643.19,3,Completed
ORD002595,2024-04-30,1881.78,3,Completed
ORD002588,2024-04-30,1723.03,4,Completed
ORD002589,2024-04-30,1553.69,2,Completed
ORD002590,2024-04-30,1937.06,3,Completed
ORD002591,2024-04-30,2394.54,4,Completed
ORD002592,2024-04-30,1464.44,4,Completed
ORD002593,2024-04-30,954.45,3,Completed
ORD002594,2024-04-30,1575.99,3,Completed
ORD002596,2024-04-30,1650.42,3,Completed
ORD002597,2024-04-30,2304.9,4,Completed
ORD002598,2024-04-30,1166.55,2,Completed
ORD002599,2024-04-30,1443.15,4,Completed
ORD002600,2024-04-30,2395.65,1,Completed
ORD002610,2024-05-01,1346.43,1,Completed
ORD002609,2024-05-01,1905.4,2,Completed
ORD002601,2024-05-01,1501.86,3,Completed
ORD002603,2024-05-01,1007.54,2,Completed
ORD002604,2024-05-01,1624.93,3,Completed
ORD002605,2024-05-01,1856.42,3,Completed
ORD002606,2024-05-01,1221.26,3,Returned
ORD002607,2024-05-01,1239.86,1,Completed
ORD002608,2024-05-01,1206.42,4,Completed
ORD002616,2024-05-01,1159.94,2,Completed
ORD002615,2024-05-01,2491.54,1,Completed
ORD002614,2024-05-01,1430.68,3,Completed
ORD002613,2024-05-01,1503.11,3,Completed
ORD002612,2024-05-01,1605.35,3,Completed
ORD002611,2024-05-01,1711.27,2,Completed
ORD002602,2024-05-01,1454.22,3,Completed
ORD002639,2024-05-02,726.05,4,Completed
ORD002633,2024-05-02,1929.63,4,Completed
ORD002621,2024-05-02,1229.8,3,Completed
ORD002636,2024-05-02,1322.21,3,Completed
ORD002635,2024-05-02,2017.99,2,Completed
ORD002634,2024-05-02,1452.97,4,Returned
ORD002632,2024-05-02,2079.86,3,Completed
ORD002631,2024-05-02,1943.32,2,Completed
ORD002630,2024-05-02,1595.6,3,Completed
ORD002629,2024-05-02,1987.22,4,Completed
ORD002628,2024-05-02,1791.16,4,Completed
ORD002637,2024-05-02,1627.87,1,Completed
ORD002627,2024-05-02,1592.66,2,Completed
ORD002625,2024-05-02,2264.34,3,Completed
ORD002624,2024-05-02,847.13,2,Completed
ORD002623,2024-05-02,1632.73,1,Completed
ORD002622,2024-05-02,1466.84,4,Completed
ORD002620,2024-05-02,1556.92,4,Completed
ORD002619,2024-05-02,1874.78,4,Completed
ORD002618,2024-05-02,2193.41,2,Completed
ORD002617,2024-05-02,1054.51,4,Completed
ORD002626,2024-05-02,1655.55,3,Completed
ORD002638,2024-05-02,1909.93,1,Completed
ORD002640,2024-05-03,2346.96,1,Completed
ORD002659,2024-05-03,1321.12,2,Completed
ORD002641,2024-05-03,1464.15,4,Completed
ORD002642,2024-05-03,1995.7,2,Completed
ORD002643,2024-05-03,1433.07,2,Completed
ORD002644,2024-05-03,1626.31,3,Completed
ORD002645,2024-05-03,1167.45,2,Completed
ORD002646,2024-05-03,1595.84,4,Completed
ORD002647,2024-05-03,1705.52,1,Completed
ORD002648,2024-05-03,1625.11,2,Completed
ORD002649,2024-05-03,1678.21,2,Returned
ORD002660,2024-05-03,2372.26,3,Completed
ORD002650,2024-05-03,1604.45,2,Returned
ORD002651,2024-05-03,1629.13,1,Completed
ORD002652,2024-05-03,1546.88,4,Returned
ORD002653,2024-05-03,2461.66,2,Completed
ORD002654,2024-05-03,1226.26,3,Completed
ORD002655,2024-05-03,1883.89,1,Completed
ORD002656,2024-05-03,1649.56,4,Completed
ORD002657,2024-05-03,1028.8,3,Completed
ORD002658,2024-05-03,2195.75,2,Completed
ORD002661,2024-05-03,717.32,1,Completed
ORD002684,2024-05-04,1118.7,2,Completed
ORD002662,2024-05-04,2590.79,2,Completed
ORD002672,2024-05-04,960.87,1,Cancelled
ORD002682,2024-05-04,1983.15,4,Completed
ORD002680,2024-05-04,1590.04,2,Completed
ORD002679,2024-05-04,1463.79,4,Completed
ORD002678,2024-05-04,1662.55,4,Completed
ORD002677,2024-05-04,1269.18,4,Cancelled
ORD002676,2024-05-04,1144.41,3,Completed
ORD002675,2024-05-04,1315.18,1,Completed
ORD002674,2024-05-04,1834.44,3,Completed
ORD002673,2024-05-04,1228.22,1,Completed
ORD002681,2024-05-04,1798.06,3,Completed
ORD002683,2024-05-04,1531.08,3,Completed
ORD002670,2024-05-04,1325.66,2,Completed
ORD002669,2024-05-04,1469.14,2,Completed
ORD002668,2024-05-04,1368.54,2,Completed
ORD002667,2024-05-04,1603.04,1,Completed
ORD002666,2024-05-04,1388.52,2,Completed
ORD002665,2024-05-04,2229.18,4,Completed
ORD002664,2024-05-04,1937.84,4,Completed
ORD002663,2024-05-04,1066.54,3,Completed
ORD002671,2024-05-04,2069.0,1,Completed
ORD002698,2024-05-05,1218.82,2,Completed
ORD002685,2024-05-05,1173.55,2,Completed
ORD002705,2024-05-05,1461.93,3,Completed
ORD002704,2024-05-05,1330.81,3,Completed
ORD002701,2024-05-05,1604.82,1,Completed
ORD002700,2024-05-05,1827.79,2,Completed
ORD002699,2024-05-05,1437.43,2,Completed
ORD002698,2024-05-05,1218.82,2,Completed
ORD002697,2024-05-05,1862.93,3,Completed
ORD002696,2024-05-05,2071.19,2,Completed
ORD002695,2024-05-05,1478.22,2,Completed
ORD002702,2024-05-05,1479.79,1,Completed
ORD002694,2024-05-05,1937.59,3,Completed
ORD002692,2024-05-05,2031.11,2,Completed
ORD002691,2024-05-05,2089.42,3,Completed
ORD002690,2024-05-05,1486.62,2,Completed
ORD002689,2024-05-05,1531.56,2,Completed
ORD002688,2024-05-05,1681.87,1,Completed
ORD002687,2024-05-05,1632.12,4,Completed
ORD002686,2024-05-05,2295.57,4,Completed
ORD002693,2024-05-05,2251.07,3,Completed
ORD002703,2024-05-05,1781.99,2,Completed
ORD002709,2024-05-06,1802.08,3,Completed
ORD002706,2024-05-06,2031.26,1,Completed
ORD002710,2024-05-06,1413.4,2,Completed
ORD002711,2024-05-06,2044.79,4,Completed
ORD002712,2024-05-06,2468.0,4,Completed
ORD002713,2024-05-06,1709.17,2,Completed
ORD002714,2024-05-06,1499.69,2,Completed
ORD002715,2024-05-06,1884.48,4,Completed
ORD002707,2024-05-06,833.1,1,Completed
ORD002717,2024-05-06,2257.66,4,Completed
ORD002718,2024-05-06,1812.89,3,Completed
ORD002719,2024-05-06,1568.07,4,Completed
ORD002720,2024-05-06,1555.67,2,Completed
ORD002721,2024-05-06,1959.9,4,Completed
ORD002722,2024-05-06,1522.25,2,Completed
ORD002723,2024-05-06,845.88,4,Completed
ORD002724,2024-05-06,1602.64,4,Completed
ORD002725,2024-05-06,1482.49,1,Completed
ORD002726,2024-05-06,1362.22,2,Completed
ORD002708,2024-05-06,1454.55,4,Completed
ORD002716,2024-05-06,1577.94,2,Completed
ORD002736,2024-05-07,1926.89,3,Completed
ORD002737,2024-05-07,1469.15,4,Completed
ORD002742,2024-05-07,1073.77,1,Completed
ORD002741,2024-05-07,1126.39,4,Completed
ORD002740,2024-05-07,1542.49,2,Completed
ORD002739,2024-05-07,1185.98,1,Completed
ORD002738,2024-05-07,993.71,3,Completed
ORD002735,2024-05-07,1598.78,1,Completed
ORD002743,2024-05-07,2055.53,1,Completed
ORD002734,2024-05-07,1314.81,3,Completed
ORD002732,2024-05-07,1523.09,1,Completed
ORD002731,2024-05-07,1928.31,2,Completed
ORD002730,2024-05-07,1635.01,1,Completed
ORD002729,2024-05-07,1518.37,2,Cancelled
ORD002728,2024-05-07,1816.31,4,Completed
ORD002727,2024-05-07,1938.01,3,Completed
ORD002733,2024-05-07,1462.51,4,Completed
ORD002746,2024-05-08,1424.04,2,Completed
ORD002745,2024-05-08,2077.68,4,Completed
ORD002750,2024-05-08,1738.07,2,Completed
ORD002748,2024-05-08,1856.02,4,Completed
ORD002744,2024-05-08,2072.6,4,Completed
ORD002749,2024-05-08,1475.74,4,Completed
ORD002747,2024-05-08,1634.79,1,Cancelled
ORD002755,2024-05-08,1307.15,4,Completed
ORD002754,2024-05-08,1100.13,3,Completed
ORD002753,2024-05-08,1569.09,4,Completed
ORD002752,2024-05-08,2199.41,2,Completed
ORD002751,2024-05-08,885.35,2,Completed
ORD002756,2024-05-08,1759.29,2,Completed
ORD002764,2024-05-09,1723.22,4,Completed
ORD002763,2024-05-09,800.59,2,Completed
ORD002762,2024-05-09,1746.83,4,Completed
ORD002757,2024-05-09,2489.02,4,Completed
ORD002760,2024-05-09,1913.0,4,Completed
ORD002759,2024-05-09,1678.39,1,Completed
ORD002758,2024-05-09,1145.58,3,Completed
ORD002766,2024-05-09,1097.96,4,Completed
ORD002767,2024-05-09,1181.6,1,Completed
ORD002765,2024-05-09,1649.42,4,Completed
ORD002761,2024-05-09,1826.52,2,Cancelled
ORD002772,2024-05-10,1468.01,4,Completed
ORD002768,2024-05-10,1456.14,1,Completed
ORD002773,2024-05-10,1849.68,1,Completed
ORD002769,2024-05-10,1506.9,3,Completed
ORD002785,2024-05-10,977.46,4,Completed
ORD002784,2024-05-10,984.06,2,Completed
ORD002783,2024-05-10,1226.12,3,Completed
ORD002782,2024-05-10,1505.32,1,Completed
ORD002781,2024-05-10,1814.04,2,Completed
ORD002780,2024-05-10,1514.97,3,Completed
ORD002779,2024-05-10,1391.62,3,Completed
ORD002778,2024-05-10,1761.95,3,Completed
ORD002777,2024-05-10,1899.16,3,Completed
ORD002776,2024-05-10,1574.99,3,Completed
ORD002775,2024-05-10,1698.07,2,Completed
ORD002774,2024-05-10,2040.18,3,Completed
ORD002771,2024-05-10,1766.98,1,Completed
ORD002770,2024-05-10,1387.18,4,Completed
ORD002791,2024-05-11,1491.05,3,Completed
ORD002797,2024-05-11,2323.52,3,Completed
ORD002786,2024-05-11,2316.32,2,Completed
ORD002787,2024-05-11,1624.29,4,Returned
ORD002788,2024-05-11,1273.56,2,Completed
ORD002789,2024-05-11,1939.2,4,Completed
ORD002790,2024-05-11,2034.46,2,Completed
ORD002792,2024-05-11,1704.69,3,Completed
ORD002793,2024-05-11,1709.34,4,Completed
ORD002801,2024-05-11,1193.18,3,Completed
ORD002800,2024-05-11,2351.64,4,Completed
ORD002799,2024-05-11,2065.8,1,Completed
ORD002798,2024-05-11,1705.13,4,Completed
ORD002794,2024-05-11,1165.8,2,Returned
ORD002796,2024-05-11,1858.18,1,Completed
ORD002795,2024-05-11,1337.59,3,Completed
ORD002809,2024-05-12,1222.45,2,Completed
ORD002802,2024-05-12,1902.09,2,Completed
ORD002804,2024-05-12,1764.76,4,Completed
ORD002805,2024-05-12,1060.77,3,Completed
ORD002806,2024-05-12,1590.87,3,Completed
ORD002807,2024-05-12,1843.18,4,Completed
ORD002811,2024-05-12,1530.31,2,Completed
ORD002810,2024-05-12,1984.08,3,Completed
ORD002808,2024-05-12,1361.88,1,Completed
ORD002803,2024-05-12,1767.99,3,Completed
ORD002824,2024-05-13,1779.27,2,Completed
ORD002821,2024-05-13,2399.13,2,Completed
ORD002812,2024-05-13,2472.11,1,Completed
ORD002813,2024-05-13,1729.26,1,Completed
ORD002814,2024-05-13,2157.81,1,Completed
ORD002815,2024-05-13,1501.7,3,Completed
ORD002816,2024-05-13,1542.1,2,Completed
ORD002817,2024-05-13,1473.24,2,Completed
ORD002818,2024-05-13,2444.14,3,Completed
ORD002819,2024-05-13,1739.96,2,Completed
ORD002820,2024-05-13,1087.12,4,Completed
ORD002822,2024-05-13,1609.57,1,Completed
ORD002823,2024-05-13,2233.95,4,Completed
ORD002825,2024-05-13,2285.75,4,Completed
ORD002831,2024-05-14,1367.58,1,Completed
ORD002830,2024-05-14,1500.71,2,Completed
ORD002829,2024-05-14,835.36,1,Completed
ORD002833,2024-05-14,1869.17,3,Completed
ORD002827,2024-05-14,1389.77,1,Completed
ORD002826,2024-05-14,1256.85,4,Completed
ORD002832,2024-05-14,1442.51,1,Completed
ORD002828,2024-05-14,1403.87,1,Completed
ORD002834,2024-05-14,2252.79,2,Completed
ORD002835,2024-05-14,1981.31,1,Completed
ORD002845,2024-05-14,1295.84,3,Completed
ORD002837,2024-05-14,1178.88,1,Completed
ORD002838,2024-05-14,2074.62,3,Completed
ORD002839,2024-05-14,1539.26,1,Completed
ORD002840,2024-05-14,1690.67,4,Returned
ORD002841,2024-05-14,1657.46,1,Completed
ORD002842,2024-05-14,1809.37,2,Completed
ORD002843,2024-05-14,1758.42,2,Completed
ORD002846,2024-05-14,1517.13,1,Completed
ORD002836,2024-05-14,1928.32,2,Completed
ORD002844,2024-05-14,1618.96,3,Completed
ORD002856,2024-05-15,1785.54,2,Completed
ORD002858,2024-05-15,1937.82,1,Completed
ORD002848,2024-05-15,686.39,2,Completed
ORD002849,2024-05-15,2233.2,4,Cancelled
ORD002850,2024-05-15,2342.87,2,Completed
ORD002851,2024-05-15,2457.37,1,Completed
ORD002852,2024-05-15,1824.86,1,Completed
ORD002853,2024-05-15,1921.15,4,Completed
ORD002857,2024-05-15,1213.43,1,Completed
ORD002847,2024-05-15,1223.98,3,Completed
ORD002854,2024-05-15,1648.61,1,Completed
ORD002855,2024-05-15,1118.66,1,Completed
ORD002860,2024-05-15,2071.5,2,Completed
ORD002861,2024-05-15,1424.29,3,Completed
ORD002859,2024-05-15,1482.45,4,Completed
ORD002881,2024-05-16,1656.98,4,Completed
ORD002879,2024-05-16,1474.93,1,Completed
ORD002862,2024-05-16,1239.08,4,Completed
ORD002863,2024-05-16,1769.69,2,Completed
ORD002864,2024-05-16,1806.35,1,Completed
ORD002865,2024-05-16,1596.89,2,Returned
ORD002866,2024-05-16,1485.03,3,Completed
ORD002867,2024-05-16,1568.13,1,Completed
ORD002868,2024-05-16,1900.18,3,Completed
ORD002870,2024-05-16,1709.98,2,Completed
ORD002871,2024-05-16,1555.17,2,Completed
ORD002880,2024-05-16,1671.44,1,Completed
ORD002872,2024-05-16,1986.29,2,Completed
ORD002873,2024-05-16,1148.19,4,Completed
ORD002874,2024-05-16,1482.05,1,Completed
ORD002875,2024-05-16,2376.6,4,Completed
ORD002876,2024-05-16,1728.32,4,Completed
ORD002869,2024-05-16,1983.51,4,Completed
ORD002877,2024-05-16,1245.01,4,Completed
ORD002878,2024-05-16,1677.17,1,Completed
ORD002883,2024-05-16,1123.49,4,Completed
ORD002882,2024-05-16,1297.35,4,Completed
ORD002886,2024-05-17,1409.12,3,Returned
ORD002889,2024-05-17,1383.66,2,Completed
ORD002885,2024-05-17,1657.99,3,Completed
ORD002884,2024-05-17,2505.38,1,Completed
ORD002890,2024-05-17,1734.42,2,Completed
ORD002891,2024-05-17,1708.59,3,Completed
ORD002892,2024-05-17,1633.51,3,Cancelled
ORD002893,2024-05-17,1305.01,2,Completed
ORD002894,2024-05-17,1299.91,3,Completed
ORD002895,2024-05-17,1448.93,4,Completed
ORD002896,2024-05-17,1745.79,1,Completed
ORD002887,2024-05-17,1913.0,3,Completed
ORD002888,2024-05-17,1925.68,2,Completed
ORD002902,2024-05-18,1854.25,1,Returned
ORD002897,2024-05-18,1656.51,1,Completed
ORD002898,2024-05-18,1145.91,3,Completed
ORD002899,2024-05-18,2124.11,3,Cancelled
ORD002900,2024-05-18,2197.75,1,Completed
ORD002904,2024-05-18,1184.89,4,Completed
ORD002916,2024-05-18,907.27,1,Completed
ORD002915,2024-05-18,1627.84,3,Cancelled
ORD002914,2024-05-18,1169.48,4,Completed
ORD002913,2024-05-18,1053.16,1,Completed
ORD002912,2024-05-18,1179.81,2,Completed
ORD002911,2024-05-18,1767.81,2,Completed
ORD002910,2024-05-18,2037.31,4,Completed
ORD002909,2024-05-18,1533.56,4,Completed
ORD002908,2024-05-18,1110.72,4,Completed
ORD002907,2024-05-18,1942.81,2,Completed
ORD002906,2024-05-18,1513.43,1,Cancelled
ORD002905,2024-05-18,994.94,3,Completed
ORD002901,2024-05-18,2288.58,1,Completed
ORD002903,2024-05-18,1582.31,1,Completed
ORD002929,2024-05-19,1338.95,3,Completed
ORD002935,2024-05-19,2329.11,1,Completed
ORD002937,2024-05-19,1121.98,1,Completed
ORD002933,2024-05-19,2016.93,2,Completed
ORD002932,2024-05-19,1865.98,4,Completed
ORD002931,2024-05-19,1619.24,3,Completed
ORD002930,2024-05-19,1589.76,3,Completed
ORD002928,2024-05-19,855.42,2,Completed
ORD002927,2024-05-19,1940.7,1,Completed
ORD002926,2024-05-19,1580.42,1,Completed
ORD002925,2024-05-19,1723.99,2,Completed
ORD002924,2024-05-19,1302.74,3,Completed
ORD002923,2024-05-19,1493.87,4,Completed
ORD002922,2024-05-19,2251.17,2,Completed
ORD002921,2024-05-19,1907.4,1,Completed
ORD002920,2024-05-19,1107.2,3,Completed
ORD002919,2024-05-19,1619.05,1,Completed
ORD002918,2024-05-19,1695.88,3,Completed
ORD002917,2024-05-19,1474.89,1,Completed
ORD002936,2024-05-19,1099.86,1,Completed
ORD002934,2024-05-19,2089.85,1,Completed
ORD002940,2024-05-20,1949.06,1,Completed
ORD002941,2024-05-20,2335.15,2,Completed
ORD002938,2024-05-20,1596.31,1,Completed
ORD002942,2024-05-20,1349.8,1,Completed
ORD002943,2024-05-20,1545.71,2,Completed
ORD002944,2024-05-20,2138.94,1,Completed
ORD002945,2024-05-20,2257.16,3,Completed
ORD002946,2024-05-20,2168.26,2,Completed
ORD002939,2024-05-20,1699.35,3,Completed
ORD002947,2024-05-21,2339.96,2,Completed
ORD002956,2024-05-21,1036.72,4,Returned
ORD002950,2024-05-21,1724.63,4,Completed
ORD002951,2024-05-21,1739.52,1,Completed
ORD002952,2024-05-21,986.23,1,Completed
ORD002953,2024-05-21,1292.74,2,Completed
ORD002954,2024-05-21,1933.89,3,Completed
ORD002955,2024-05-21,1579.89,2,Completed
ORD002949,2024-05-21,2240.19,1,Completed
ORD002948,2024-05-21,2155.63,2,Completed
ORD002959,2024-05-22,2105.83,4,Completed
ORD002967,2024-05-22,2111.54,2,Completed
ORD002957,2024-05-22,1975.67,2,Completed
ORD002958,2024-05-22,1231.6,2,Completed
ORD002960,2024-05-22,1539.36,2,Completed
ORD002961,2024-05-22,1739.88,1,Completed
ORD002962,2024-05-22,1752.35,2,Completed
ORD002963,2024-05-22,1236.1,2,Completed
ORD002964,2024-05-22,1573.39,1,Completed
ORD002965,2024-05-22,1803.56,2,Completed
ORD002966,2024-05-22,981.9,2,Completed
ORD002968,2024-05-22,1530.67,1,Completed
ORD002969,2024-05-22,2484.73,2,Completed
ORD002970,2024-05-22,2178.76,2,Completed
ORD002977,2024-05-23,2237.24,2,Completed
ORD002976,2024-05-23,2037.49,4,Completed
ORD002975,2024-05-23,1777.32,3,Completed
ORD002980,2024-05-23,2147.34,3,Completed
ORD002973,2024-05-23,1797.0,4,Completed
ORD002972,2024-05-23,1829.96,1,Completed
ORD002978,2024-05-23,1203.34,1,Completed
ORD002974,2024-05-23,2201.71,3,Cancelled
ORD002979,2024-05-23,1622.39,1,Completed
ORD002971,2024-05-23,1528.02,2,Completed
ORD002981,2024-05-23,1054.85,1,Completed
ORD002982,2024-05-23,347.55,3,Completed
ORD002983,2024-05-23,2186.64,1,Completed
ORD002984,2024-05-23,1472.7,3,Completed
ORD002985,2024-05-23,2368.03,3,Completed
ORD002986,2024-05-23,1283.83,2,Completed
ORD002987,2024-05-23,1714.96,2,Returned
ORD002988,2024-05-23,830.25,1,Completed
ORD002989,2024-05-23,2026.64,4,Completed
ORD003003,2024-05-24,1531.23,2,Completed
ORD002999,2024-05-24,1777.6,2,Completed
ORD002998,2024-05-24,1732.39,1,Completed
ORD002997,2024-05-24,1875.0,4,Completed
ORD002996,2024-05-24,1839.64,3,Cancelled
ORD002995,2024-05-24,1677.87,3,Completed
ORD003001,2024-05-24,2209.82,3,Completed
ORD002990,2024-05-24,1356.74,1,Completed
ORD002993,2024-05-24,1753.97,2,Completed
ORD002992,2024-05-24,1549.26,3,Completed
ORD002991,2024-05-24,1870.12,2,Completed
ORD003000,2024-05-24,1276.09,3,Completed
ORD003005,2024-05-24,2013.62,4,Completed
ORD003004,2024-05-24,1514.44,1,Completed
ORD002994,2024-05-24,1934.69,4,Completed
ORD003002,2024-05-24,1080.43,1,Completed
ORD003020,2024-05-25,1621.22,2,Completed
ORD003021,2024-05-25,1319.65,1,Completed
ORD003019,2024-05-25,1732.81,4,Completed
ORD003016,2024-05-25,1913.2,1,Completed
ORD003022,2024-05-25,1343.85,3,Cancelled
ORD003023,2024-05-25,1129.21,4,Completed
ORD003024,2024-05-25,1591.86,3,Completed
ORD003025,2024-05-25,1455.75,1,Cancelled
ORD003026,2024-05-25,1600.36,3,Completed
ORD003015,2024-05-25,2263.38,3,Completed
ORD003014,2024-05-25,1733.12,3,Cancelled
ORD003013,2024-05-25,1515.11,1,Completed
ORD003012,2024-05-25,2088.64,2,Completed
ORD003011,2024-05-25,1969.44,4,Completed
ORD003010,2024-05-25,1724.58,1,Completed
ORD003009,2024-05-25,1464.17,4,Completed
ORD003008,2024-05-25,1435.51,4,Completed
ORD003007,2024-05-25,1585.96,4,Completed
ORD003006,2024-05-25,1949.84,4,Completed
ORD003018,2024-05-25,2582.3,3,Completed
ORD003017,2024-05-25,1172.03,3,Completed
ORD003029,2024-05-26,1291.94,1,Cancelled
ORD003039,2024-05-26,2051.3,3,Completed
ORD003038,2024-05-26,1838.95,2,Completed
ORD003037,2024-05-26,1441.55,3,Completed
ORD003036,2024-05-26,2001.89,2,Completed
ORD003035,2024-05-26,1622.6,4,Completed
ORD003034,2024-05-26,1849.65,2,Completed
ORD003033,2024-05-26,1112.68,1,Completed
ORD003027,2024-05-26,2093.7,4,Completed
ORD003031,2024-05-26,2431.24,1,Completed
ORD003030,2024-05-26,1143.35,3,Completed
ORD003028,2024-05-26,-1.0,1,Completed
ORD003032,2024-05-26,2142.76,4,Completed
ORD003047,2024-05-27,1726.43,2,Completed
ORD003050,2024-05-27,1638.08,2,Completed
ORD003040,2024-05-27,1902.41,1,Completed
ORD003041,2024-05-27,1274.76,1,Completed
ORD003042,2024-05-27,1557.15,3,Completed
ORD003043,2024-05-27,1712.77,4,Completed
ORD003044,2024-05-27,1685.47,2,Completed
ORD003045,2024-05-27,1885.66,4,Completed
ORD003046,2024-05-27,1440.42,3,Completed
ORD003048,2024-05-27,1685.12,2,Completed
ORD003049,2024-05-27,1309.39,1,Completed
ORD003051,2024-05-27,2528.82,2,Completed
ORD003060,2024-05-28,2129.93,1,Completed
ORD003058,2024-05-28,1862.27,3,Completed
ORD003057,2024-05-28,1669.82,1,Completed
ORD003056,2024-05-28,2048.81,3,Completed
ORD003063,2024-05-28,2192.47,4,Completed
ORD003054,2024-05-28,1691.99,2,Completed
ORD003053,2024-05-28,2263.6,4,Completed
ORD003052,2024-05-28,2156.68,4,Completed
ORD003061,2024-05-28,1345.48,2,Completed
ORD003055,2024-05-28,1337.72,3,Completed
ORD003062,2024-05-28,2124.7,2,Completed
ORD003059,2024-05-28,1339.86,2,Completed
ORD003073,2024-05-29,1451.28,1,Completed
ORD003065,2024-05-29,1739.3,4,Completed
ORD003066,2024-05-29,2152.01,1,Completed
ORD003067,2024-05-29,1463.66,1,Completed
ORD003068,2024-05-29,1267.16,2,Completed
ORD003069,2024-05-29,2078.09,3,Completed
ORD003070,2024-05-29,1945.33,3,Completed
ORD003071,2024-05-29,1820.29,3,Completed
ORD003072,2024-05-29,2265.11,4,Completed
ORD003064,2024-05-29,1900.06,2,Completed
ORD003084,2024-05-30,2096.76,3,Completed
ORD003086,2024-05-30,1855.2,3,Completed
ORD003075,2024-05-30,2227.94,1,Completed
ORD003076,2024-05-30,2166.07,4,Completed
ORD003077,2024-05-30,1735.88,2,Completed
ORD003078,2024-05-30,1794.83,3,Returned
ORD003085,2024-05-30,2013.72,4,Completed
ORD003079,2024-05-30,2565.34,4,Completed
ORD003080,2024-05-30,2708.63,2,Completed
ORD003081,2024-05-30,1308.09,4,Completed
ORD003074,2024-05-30,2639.81,1,Completed
ORD003082,2024-05-30,1969.15,4,Cancelled
ORD003083,2024-05-30,2960.33,4,Completed
ORD003092,2024-05-30,1355.03,2,Completed
ORD003093,2024-05-30,2089.0,3,Completed
ORD003096,2024-05-30,1955.21,4,Completed
ORD003091,2024-05-30,2363.04,3,Completed
ORD003090,2024-05-30,1823.52,3,Completed
ORD003089,2024-05-30,1648.9,2,Completed
ORD003088,2024-05-30,1995.44,3,Completed
ORD003087,2024-05-30,2155.32,2,Completed
ORD003097,2024-05-30,2149.2,4,Completed
ORD003098,2024-05-30,2388.54,2,Completed
ORD003094,2024-05-30,2609.35,1,Completed
ORD003095,2024-05-30,2705.35,4,Completed
ORD003107,2024-05-31,1274.92,2,Completed
ORD003099,2024-05-31,2284.89,1,Completed
ORD003100,2024-05-31,1577.72,3,Completed
ORD003101,2024-05-31,1274.72,3,Completed
ORD003102,2024-05-31,2294.3,3,Completed
ORD003103,2024-05-31,1308.72,3,Completed
ORD003104,2024-05-31,1371.11,1,Completed
ORD003105,2024-05-31,2088.1,1,Completed
ORD003109,2024-05-31,1654.92,4,Completed
ORD003119,2024-05-31,1123.58,1,Completed
ORD003118,2024-05-31,890.17,3,Completed
ORD003117,2024-05-31,1835.09,1,Completed
ORD003116,2024-05-31,2400.34,4,Completed
ORD003115,2024-05-31,972.51,1,Completed
ORD003114,2024-05-31,1731.22,2,Completed
ORD003113,2024-05-31,1393.51,1,Completed
ORD003112,2024-05-31,2261.38,4,Completed
ORD003111,2024-05-31,2035.39,3,Completed
ORD003110,2024-05-31,1561.65,3,Completed
ORD003106,2024-05-31,1726.87,4,Completed
