customer_id,signup_date,acquisition_channel,preferred_device,engagement_score
CUS0518,2025-03-05,Organic Search,Tablet,38.2
CUS0519,2026-02-02,Email,Desktop,72.8
CUS0520,2024-10-03,Referral,Desktop,28.7
CUS0521,2025-09-18,Direct,Mobile,64.5
CUS0522,2025-02-21,Organic Search,Mobile,30.6
CUS0523,2024-11-22,Referral,Desktop,75.2
CUS0524,2025-11-20,Email,Mobile,39.7
CUS0525,2024-11-28,Social Media,Tablet,53.1
CUS0526,2026-05-30,Paid Ads,Mobile,23.9
CUS0527,2025-12-25,Paid Ads,Mobile,57.3
CUS0528,2025-03-13,Paid Ads,Mobile,7.7
CUS0529,2025-02-08,Organic Search,Mobile,69.4
CUS0530,2024-09-09,Social Media,Mobile,47.9
CUS0531,2025-09-29,Social Media,Mobile,78.0
CUS0532,2026-07-10,Email,Desktop,78.1
CUS0533,2025-09-14,Direct,Mobile,40.4
CUS0534,2025-01-25,Social Media,Mobile,39.9
CUS0535,2026-05-02,Social Media,Mobile,22.8
CUS0536,2026-03-20,Direct,Mobile,70.3
CUS0537,2025-10-05,Direct,Mobile,61.3
CUS0538,2025-09-03,Referral,Mobile,46.3
CUS0539,2025-09-18,Email,Desktop,25.1
CUS0540,2025-07-21,Paid Ads,Mobile,58.7
CUS0541,2025-05-18,Email,Mobile,5.8
CUS0542,2025-05-17,Paid Ads,Desktop,35.9
CUS0543,2025-10-07,Social Media,Mobile,39.8
CUS0544,2024-08-28,Email,Desktop,29.0
CUS0545,2025-08-13,Paid Ads,Desktop,24.0
CUS0546,2025-03-27,Social Media,Mobile,47.0
CUS0547,2025-04-11,Organic Search,Mobile,60.5
CUS0548,2025-10-20,Paid Ads,Desktop,49.7
CUS0549,2025-04-29,Referral,Mobile,60.5
CUS0550,2025-03-08,Email,Desktop,55.1
CUS0551,2025-08-19,Email,Tablet,63.6
CUS0552,2025-08-29,Direct,Desktop,31.7
CUS0553,2025-05-29,Referral,Mobile,55.6
CUS0554,2025-10-05,Referral,Desktop,57.1
CUS0555,2025-02-06,Organic Search,Mobile,77.1
CUS0556,2025-11-08,Referral,Mobile,75.2
CUS0557,2026-05-17,Paid Ads,Mobile,11.3
CUS0558,2025-08-10,Direct,Desktop,96.5
CUS0559,2024-10-28,Organic Search,Tablet,61.3
CUS0560,2026-01-06,Social Media,Desktop,67.8
CUS0561,2025-12-16,Paid Ads,Mobile,38.5
CUS0562,2026-02-02,Referral,Tablet,91.1
CUS0563,2024-10-09,Social Media,Mobile,37.6
CUS0564,2026-04-09,Direct,Mobile,60.4
CUS0565,2025-09-15,Social Media,Desktop,78.0
CUS0566,2025-09-16,Paid Ads,Mobile,27.5
CUS0567,2025-06-22,Direct,Mobile,74.9
CUS0568,2025-12-28,Referral,Desktop,33.3
CUS0569,2025-02-02,Referral,Desktop,58.2
CUS0570,2024-12-13,Paid Ads,Tablet,45.9
CUS0571,2025-09-19,Direct,Mobile,19.0
CUS0572,2024-12-05,Direct,Tablet,58.5
CUS0573,2026-04-28,Social Media,Desktop,10.4
CUS0574,2025-11-23,Direct,Mobile,14.0
CUS0575,2024-11-09,Email,Mobile,17.9
CUS0576,2025-05-14,Referral,Desktop,77.6
CUS0577,2026-03-24,Paid Ads,Mobile,31.3
CUS0578,2024-10-28,Email,Mobile,33.5
CUS0579,2024-11-14,Organic Search,Desktop,24.3
CUS0580,2025-11-12,Referral,Mobile,66.7
CUS0581,2026-03-12,Paid Ads,Mobile,9.2
CUS0582,2025-06-28,Organic Search,Mobile,15.4
CUS0583,2025-06-06,Direct,Tablet,89.5
CUS0584,2025-09-14,Organic Search,Desktop,68.0
CUS0585,2025-03-10,Organic Search,Mobile,76.0
CUS0586,2025-04-22,Paid Ads,Tablet,23.2
CUS0587,2025-01-18,Social Media,Mobile,24.8
CUS0588,2024-09-18,Email,Desktop,11.9
CUS0589,2025-02-10,Email,Mobile,33.1
CUS0590,2026-04-15,Social Media,Desktop,35.6
CUS0591,2026-07-16,Referral,Desktop,31.3
CUS0592,2024-09-14,Organic Search,Desktop,43.7
CUS0593,2025-01-03,Paid Ads,Mobile,17.5
CUS0594,2025-04-11,Paid Ads,Mobile,36.9
CUS0595,2026-01-25,Organic Search,Desktop,43.2
CUS0596,2025-01-10,Email,Tablet,49.4
CUS0597,2026-05-06,Direct,Mobile,75.6
CUS0598,2025-05-03,Social Media,Mobile,36.1
CUS0599,2025-10-31,Email,Mobile,34.5
CUS0600,2024-11-19,Direct,Tablet,41.4
CUS0601,2025-03-31,Direct,Mobile,19.9
CUS0602,2025-12-05,Social Media,Mobile,32.3
CUS0603,2025-01-14,Direct,Mobile,43.8
CUS0604,2025-03-13,Referral,Desktop,88.1
CUS0605,2026-01-26,Social Media,Mobile,75.7
CUS0606,2026-01-18,Direct,Desktop,65.1
CUS0607,2025-10-24,Direct,Desktop,55.1
CUS0608,2025-07-30,Social Media,Mobile,69.3
CUS0609,2026-01-09,Social Media,Desktop,17.7
CUS0610,2025-03-31,Social Media,Mobile,70.1
CUS0611,2025-07-19,Referral,Mobile,6.3
CUS0612,2026-03-03,Paid Ads,Mobile,18.0
CUS0613,2025-03-17,Paid Ads,Mobile,22.0
CUS0614,2026-06-09,Paid Ads,Desktop,62.3
CUS0615,2024-10-09,Paid Ads,Mobile,95.9
CUS0616,2025-01-14,Social Media,Mobile,29.5
CUS0617,2026-05-19,Direct,Desktop,72.3
CUS0618,2025-01-01,Social Media,Mobile,70.9
CUS0619,2025-12-01,Organic Search,Mobile,33.4
CUS0620,2025-04-12,Paid Ads,Desktop,23.3
CUS0621,2026-02-06,Social Media,Mobile,69.9
CUS0622,2025-12-08,Social Media,Mobile,69.1
CUS0623,2026-07-11,Social Media,Mobile,18.2
CUS0624,2025-04-17,Organic Search,Desktop,61.5
CUS0625,2025-06-04,Social Media,Mobile,15.6
CUS0626,2026-05-24,Referral,Tablet,57.7
CUS0627,2026-01-09,Social Media,Desktop,8.6
CUS0628,2025-04-14,Email,Mobile,96.4
CUS0629,2025-01-09,Direct,Tablet,56.5
CUS0630,2025-06-13,Organic Search,Mobile,93.7
CUS0631,2026-03-28,Email,Mobile,48.3
CUS0632,2025-05-15,Paid Ads,Tablet,7.1
CUS0633,2026-02-15,Social Media,Mobile,86.6
CUS0634,2025-09-12,Paid Ads,Mobile,80.9
CUS0635,2025-08-20,Organic Search,Desktop,27.7
CUS0636,2026-02-14,Organic Search,Desktop,30.8
CUS0637,2024-12-29,Email,Desktop,51.2
CUS0638,2025-02-28,Social Media,Mobile,18.8
CUS0639,2026-05-06,Organic Search,Mobile,53.8
CUS0640,2025-08-31,Paid Ads,Mobile,14.7
CUS0641,2026-05-02,Direct,Mobile,65.4
CUS0642,2025-02-15,Organic Search,Mobile,21.5
CUS0643,2025-10-25,Referral,Desktop,32.4
CUS0644,2025-11-09,Direct,Mobile,22.9
CUS0645,2026-01-30,Email,Mobile,57.3
CUS0646,2026-05-21,Social Media,Desktop,21.5
CUS0647,2026-04-18,Paid Ads,Mobile,33.8
CUS0648,2025-07-07,Direct,Desktop,51.2
CUS0649,2025-03-01,Social Media,Desktop,87.0
CUS0650,2025-05-12,Social Media,Desktop,23.6
CUS0651,2026-02-13,Direct,Mobile,33.0
CUS0652,2024-10-14,Email,Desktop,77.1
CUS0653,2025-04-22,Organic Search,Mobile,23.5
CUS0654,2024-11-07,Paid Ads,Mobile,80.2
CUS0655,2026-07-18,Email,Desktop,46.6
CUS0656,2026-06-11,Social Media,Mobile,24.8
CUS0657,2026-06-10,Paid Ads,Mobile,66.9
CUS0658,2025-01-27,Social Media,Desktop,74.8
CUS0659,2025-11-07,Social Media,Mobile,64.9
CUS0660,2026-01-20,Social Media,Mobile,88.6
CUS0661,2025-05-31,Paid Ads,Tablet,77.0
CUS0662,2025-03-20,Direct,Mobile,58.7
CUS0663,2025-09-11,Email,Mobile,84.7
CUS0664,2025-10-29,Paid Ads,Desktop,95.0
CUS0665,2025-10-23,Direct,Mobile,39.3
CUS0666,2025-12-08,Paid Ads,Mobile,62.3
CUS0667,2025-10-29,Paid Ads,Desktop,29.4
CUS0668,2025-08-14,Social Media,Mobile,20.3
CUS0669,2025-12-05,Referral,Tablet,59.5
CUS0670,2025-07-15,Direct,Desktop,63.8
CUS0671,2025-04-24,Email,Desktop,45.4
CUS0672,2025-03-22,Referral,Mobile,99.9
CUS0673,2026-07-15,Referral,Mobile,77.6
CUS0674,2025-05-01,Email,Desktop,14.7
CUS0675,2025-12-12,Referral,Desktop,45.9
CUS0676,2025-04-03,Social Media,Mobile,6.9
CUS0677,2024-09-17,Social Media,Mobile,77.2
CUS0678,2025-10-26,Email,Mobile,53.9
CUS0679,2026-05-04,Referral,Mobile,20.5
CUS0680,2025-04-03,Direct,Mobile,23.2
CUS0681,2025-12-02,Referral,Mobile,84.1
CUS0682,2025-11-22,Paid Ads,Desktop,63.1
CUS0683,2025-05-16,Social Media,Mobile,48.9
CUS0684,2025-05-22,Direct,Mobile,38.5
CUS0685,2026-07-03,Referral,Mobile,98.0
CUS0686,2025-09-03,Direct,Mobile,59.6
CUS0687,2025-10-30,Referral,Mobile,22.2
CUS0688,2025-06-23,Social Media,Tablet,56.1
CUS0689,2025-05-08,Email,Mobile,56.1
CUS0690,2026-07-09,Organic Search,Mobile,21.8
CUS0691,2026-06-08,Paid Ads,Desktop,56.1
CUS0692,2025-08-06,Email,Tablet,87.7
CUS0693,2024-12-10,Paid Ads,Desktop,51.0
CUS0694,2026-02-18,Paid Ads,Desktop,81.0
CUS0695,2026-05-01,Organic Search,Mobile,97.5
CUS0696,2025-10-24,Social Media,Mobile,39.8
CUS0697,2026-01-16,Paid Ads,Mobile,20.4
CUS0698,2026-05-31,Email,Desktop,43.3
CUS0699,2024-10-10,Email,Desktop,19.6
CUS0700,2025-04-18,Referral,Mobile,45.9
CUS0701,2025-01-12,Email,Desktop,52.2
CUS0702,2024-11-03,Organic Search,Desktop,22.0
CUS0703,2025-05-03,Social Media,Desktop,42.3
CUS0704,2025-11-15,Organic Search,Mobile,7.0
CUS0705,2026-07-21,Email,Mobile,44.7
CUS0706,2026-05-09,Email,Mobile,78.2
CUS0707,2025-12-13,Referral,Tablet,35.6
CUS0708,2025-05-13,Referral,Desktop,49.5
CUS0709,2025-04-16,Referral,Desktop,73.1
CUS0710,2026-04-24,Organic Search,Desktop,16.2
CUS0711,2026-01-20,Organic Search,Desktop,10.9
CUS0712,2024-11-04,Email,Mobile,82.2
CUS0713,2025-12-29,Referral,Desktop,64.8
CUS0714,2026-04-27,Organic Search,Mobile,36.3
CUS0715,2026-01-31,Direct,Desktop,45.1
CUS0716,2025-11-10,Email,Mobile,77.9
CUS0717,2025-08-08,Email,Tablet,53.5
CUS0718,2025-08-09,Organic Search,Desktop,40.1
CUS0719,2026-05-08,Social Media,Mobile,27.0
CUS0720,2026-04-30,Email,Desktop,62.7
CUS0721,2026-02-27,Direct,Desktop,96.9
CUS0722,2025-12-10,Social Media,Mobile,12.8
CUS0723,2024-09-13,Direct,Desktop,6.3
CUS0724,2026-01-10,Email,Mobile,97.5
CUS0725,2025-11-16,Direct,Desktop,84.6
CUS0726,2025-03-09,Paid Ads,Desktop,70.3
CUS0727,2025-11-26,Referral,Desktop,9.5
CUS0728,2024-08-30,Organic Search,Mobile,15.9
CUS0729,2025-08-14,Organic Search,Desktop,92.4
CUS0730,2025-11-10,Paid Ads,Desktop,54.5
CUS0731,2025-01-27,Organic Search,Mobile,65.6
CUS0732,2025-01-14,Paid Ads,Mobile,42.4
CUS0733,2025-04-14,Email,Mobile,10.9
CUS0734,2026-04-14,Organic Search,Mobile,76.2
CUS0735,2025-12-28,Paid Ads,Mobile,62.7
CUS0736,2025-06-11,Paid Ads,Desktop,63.6
CUS0737,2025-11-05,Referral,Tablet,35.2
CUS0738,2025-09-22,Email,Mobile,33.2
CUS0739,2026-01-04,Email,Desktop,63.7
CUS0740,2026-01-01,Social Media,Desktop,67.1
CUS0741,2025-08-18,Email,Desktop,57.9
CUS0742,2024-12-23,Direct,Desktop,9.4
CUS0743,2025-11-08,Referral,Mobile,31.7
CUS0744,2025-02-14,Social Media,Desktop,92.7
CUS0745,2024-09-02,Social Media,Mobile,19.7
CUS0746,2026-04-19,Email,Mobile,54.8
CUS0747,2024-10-12,Email,Mobile,39.3
CUS0748,2025-12-29,Direct,Desktop,96.7
CUS0749,2026-05-15,Paid Ads,Desktop,16.4
CUS0750,2024-12-25,Referral,Mobile,75.5
CUS0751,2026-07-16,Organic Search,Tablet,43.2
CUS0752,2024-08-26,Email,Desktop,38.6
CUS0753,2026-02-27,Referral,Desktop,54.4
CUS0754,2025-05-19,Organic Search,Mobile,81.8
CUS0755,2026-01-28,Referral,Mobile,63.7
CUS0756,2024-11-18,Social Media,Mobile,84.5
CUS0757,2025-03-14,Referral,Desktop,77.6
CUS0758,2024-09-01,Organic Search,Mobile,70.9
CUS0759,2025-01-15,Referral,Mobile,58.3
CUS0760,2025-02-18,Email,Mobile,40.7
CUS0761,2024-09-29,Direct,Mobile,62.9
CUS0762,2025-04-26,Organic Search,Mobile,37.0
CUS0763,2026-02-23,Social Media,Mobile,66.5
CUS0764,2026-02-17,Email,Desktop,79.8
CUS0765,2025-04-19,Paid Ads,Mobile,65.5
CUS0766,2025-11-04,Organic Search,Tablet,17.1
CUS0767,2025-02-06,Email,Desktop,65.1
CUS0768,2025-05-11,Referral,Mobile,65.7
CUS0769,2026-06-25,Paid Ads,Desktop,32.2
CUS0770,2024-10-11,Organic Search,Desktop,61.1
CUS0771,2024-09-08,Paid Ads,Mobile,24.8
CUS0772,2025-12-22,Email,Desktop,5.5
CUS0773,2026-01-04,Social Media,Desktop,59.9
CUS0774,2025-10-18,Direct,Mobile,33.6
CUS0775,2024-12-30,Referral,Tablet,77.4
CUS0776,2026-07-06,Paid Ads,Mobile,76.4
CUS0777,2026-03-18,Direct,Mobile,42.2
CUS0778,2025-03-21,Email,Mobile,17.1
CUS0779,2025-10-03,Referral,Mobile,20.5
CUS0780,2025-09-14,Paid Ads,Mobile,73.4
CUS0781,2024-10-03,Organic Search,Mobile,21.6
CUS0782,2025-01-09,Paid Ads,Mobile,35.3
CUS0783,2026-05-04,Organic Search,Tablet,71.0
CUS0784,2026-02-08,Paid Ads,Tablet,6.8
CUS0785,2026-01-20,Referral,Mobile,33.7
CUS0786,2025-04-16,Organic Search,Mobile,65.2
CUS0787,2025-09-24,Paid Ads,Desktop,21.1
CUS0788,2025-04-06,Direct,Mobile,77.4
CUS0789,2026-02-14,Paid Ads,Mobile,87.3
CUS0790,2025-08-30,Organic Search,Desktop,43.0
CUS0791,2025-11-08,Email,Mobile,20.6
CUS0792,2026-03-11,Paid Ads,Desktop,89.0
CUS0793,2026-03-01,Direct,Desktop,9.7
CUS0794,2025-10-12,Organic Search,Mobile,39.1
CUS0795,2025-04-03,Organic Search,Mobile,92.0
CUS0796,2025-02-15,Direct,Mobile,45.1
CUS0797,2025-01-26,Email,Mobile,60.7
CUS0798,2026-03-11,Email,Desktop,46.4
CUS0799,2025-06-12,Email,Desktop,38.6
CUS0800,2026-05-19,Social Media,Mobile,22.4
CUS0801,2026-04-20,Email,Desktop,24.7
CUS0802,2025-09-01,Email,Desktop,56.9
CUS0803,2025-03-19,Organic Search,Mobile,19.7
CUS0804,2026-02-07,Direct,Mobile,48.7
CUS0805,2026-03-24,Email,Mobile,25.6
CUS0806,2025-01-07,Email,Tablet,17.7
CUS0807,2025-05-28,Referral,Mobile,5.9
CUS0808,2024-12-26,Email,Mobile,61.7
CUS0809,2026-05-21,Referral,Tablet,38.1
CUS0810,2024-09-28,Paid Ads,Mobile,19.8
CUS0811,2025-01-02,Organic Search,Desktop,9.4
CUS0812,2024-12-11,Email,Mobile,54.9
CUS0813,2026-05-11,Referral,Mobile,11.6
CUS0814,2025-04-24,Referral,Mobile,47.1
CUS0815,2025-07-08,Email,Desktop,68.1
CUS0816,2026-03-13,Email,Desktop,27.7
CUS0817,2024-10-19,Referral,Mobile,54.5
CUS0818,2024-12-22,Social Media,Mobile,61.1
CUS0819,2024-12-18,Referral,Mobile,64.6
CUS0820,2025-02-27,Referral,Mobile,47.9
CUS0821,2026-03-19,Direct,Mobile,57.4
CUS0822,2025-02-14,Organic Search,Desktop,86.7
CUS0823,2025-09-01,Paid Ads,Mobile,19.3
CUS0824,2025-03-20,Organic Search,Mobile,35.6
CUS0825,2025-05-31,Social Media,Mobile,38.0
CUS0826,2024-12-17,Direct,Mobile,17.5
CUS0827,2025-07-23,Referral,Desktop,67.4
CUS0828,2025-12-25,Referral,Mobile,59.1
CUS0829,2025-04-14,Organic Search,Desktop,77.8
CUS0830,2025-04-07,Organic Search,Mobile,56.0
CUS0831,2025-12-30,Email,Desktop,19.4
CUS0832,2025-07-24,Organic Search,Desktop,69.5
CUS0833,2025-04-12,Direct,Mobile,68.5
CUS0834,2025-11-27,Organic Search,Desktop,38.2
CUS0835,2026-03-24,Email,Tablet,79.8
CUS0836,2025-12-05,Email,Desktop,88.3
CUS0837,2024-12-14,Social Media,Desktop,22.5
CUS0838,2026-04-04,Organic Search,Mobile,31.3
CUS0839,2025-10-19,Direct,Mobile,59.5
CUS0840,2025-08-11,Email,Desktop,30.4
CUS0841,2025-01-11,Direct,Desktop,76.7
CUS0842,2025-11-05,Email,Mobile,40.4
CUS0843,2024-08-24,Email,Mobile,56.5
CUS0844,2025-09-29,Organic Search,Mobile,65.3
CUS0845,2025-09-01,Social Media,Desktop,60.9
CUS0846,2024-12-02,Referral,Mobile,34.5
CUS0847,2025-09-09,Paid Ads,Tablet,60.1
CUS0848,2025-03-31,Paid Ads,Desktop,73.5
CUS0849,2025-11-17,Referral,Tablet,36.2
CUS0850,2025-04-01,Email,Desktop,91.5
CUS0851,2025-05-30,Email,Desktop,23.5
CUS0852,2024-09-01,Social Media,Tablet,81.9
CUS0853,2025-10-16,Paid Ads,Mobile,56.3
CUS0854,2026-02-19,Social Media,Desktop,63.0
CUS0855,2026-04-15,Referral,Mobile,12.8
CUS0856,2025-07-31,Social Media,Desktop,62.6
CUS0857,2025-08-05,Email,Mobile,19.4
CUS0858,2026-05-18,Organic Search,Desktop,22.5
CUS0859,2026-07-13,Referral,Mobile,5.5
CUS0860,2025-10-20,Social Media,Desktop,79.5
CUS0861,2026-06-27,Direct,Desktop,57.8
CUS0862,2024-09-24,Paid Ads,Tablet,20.6
CUS0863,2025-01-14,Email,Desktop,21.5
CUS0864,2026-05-22,Social Media,Mobile,69.0
CUS0865,2025-01-23,Paid Ads,Desktop,62.9
CUS0866,2025-02-06,Organic Search,Mobile,86.2
CUS0867,2025-03-01,Direct,Mobile,78.4
CUS0868,2024-11-23,Social Media,Desktop,43.1
CUS0869,2025-03-14,Organic Search,Tablet,99.5
CUS0870,2025-07-30,Direct,Desktop,78.7
CUS0871,2025-03-01,Direct,Mobile,42.1
CUS0872,2025-01-09,Referral,Desktop,92.7
CUS0873,2025-06-08,Referral,Desktop,84.4
CUS0874,2025-09-16,Paid Ads,Desktop,19.4
CUS0875,2025-06-15,Organic Search,Mobile,48.9
CUS0876,2025-11-16,Referral,Desktop,58.9
CUS0877,2025-10-11,Referral,Mobile,15.5
CUS0878,2025-08-01,Email,Tablet,82.4
CUS0879,2025-02-12,Email,Desktop,80.8
CUS0880,2026-03-07,Organic Search,Desktop,22.8
CUS0881,2025-09-22,Email,Desktop,18.7
CUS0882,2025-12-18,Organic Search,Tablet,33.7
CUS0883,2026-04-04,Direct,Tablet,79.9
CUS0884,2025-12-20,Referral,Mobile,50.6
CUS0885,2025-12-22,Organic Search,Mobile,97.5
CUS0886,2024-08-29,Paid Ads,Desktop,84.6
CUS0887,2025-10-23,Referral,Tablet,86.1
CUS0888,2025-11-29,Organic Search,Desktop,78.3
CUS0889,2025-10-18,Direct,Mobile,38.3
CUS0890,2026-02-11,Email,Mobile,99.9
CUS0891,2024-10-20,Email,Mobile,63.9
CUS0892,2024-10-02,Direct,Desktop,18.1
CUS0893,2025-10-20,Paid Ads,Desktop,51.7
CUS0894,2026-04-15,Referral,Mobile,54.0
CUS0895,2026-07-08,Social Media,Mobile,86.5
CUS0896,2024-09-13,Email,Mobile,22.0
CUS0897,2024-12-17,Direct,Mobile,15.5
CUS0898,2024-12-01,Paid Ads,Mobile,58.0
CUS0899,2025-06-06,Organic Search,Mobile,32.4
CUS0900,2025-04-25,Paid Ads,Mobile,96.0
CUS0901,2025-01-30,Email,Desktop,59.6
CUS0902,2025-09-25,Paid Ads,Mobile,42.1
CUS0903,2024-12-20,Direct,Desktop,16.9
CUS0904,2026-03-05,Email,Mobile,23.7
CUS0905,2025-09-13,Direct,Mobile,26.8
CUS0906,2026-05-08,Referral,Desktop,41.0
CUS0907,2025-01-25,Paid Ads,Mobile,89.9
CUS0908,2026-05-10,Organic Search,Tablet,24.2
CUS0909,2025-08-04,Social Media,Tablet,96.7
CUS0910,2025-11-19,Social Media,Tablet,82.0
CUS0911,2024-08-25,Organic Search,Mobile,25.3
CUS0912,2025-10-09,Social Media,Desktop,10.2
CUS0913,2026-04-13,Referral,Desktop,36.8
CUS0914,2024-10-13,Organic Search,Desktop,58.6
CUS0915,2025-06-30,Referral,Mobile,80.5
CUS0916,2025-07-11,Email,Mobile,84.8
CUS0917,2025-05-04,Referral,Desktop,10.7
CUS0918,2024-08-27,Referral,Mobile,9.8
CUS0919,2026-07-03,Email,Mobile,81.1
CUS0920,2025-03-04,Paid Ads,Mobile,23.4
CUS0921,2025-09-06,Direct,Desktop,51.0
CUS0922,2026-04-10,Direct,Mobile,66.2
CUS0923,2024-10-25,Email,Desktop,46.4
CUS0924,2025-06-29,Referral,Desktop,86.2
CUS0925,2024-10-20,Referral,Mobile,57.0
CUS0926,2026-04-01,Paid Ads,Tablet,61.6
CUS0927,2025-04-05,Organic Search,Desktop,21.7
CUS0928,2026-06-24,Referral,Tablet,43.0
CUS0929,2024-08-31,Organic Search,Desktop,10.2
CUS0930,2024-09-29,Direct,Mobile,15.3
CUS0931,2024-11-10,Direct,Mobile,43.0
CUS0932,2025-11-27,Email,Tablet,78.4
CUS0933,2025-03-20,Social Media,Mobile,8.5
CUS0934,2026-03-11,Paid Ads,Mobile,48.3
CUS0935,2024-12-10,Email,Desktop,91.0
CUS0936,2026-05-11,Paid Ads,Desktop,78.5
CUS0937,2025-02-22,Referral,Desktop,13.2
CUS0938,2025-04-21,Organic Search,Desktop,51.9
CUS0939,2025-12-27,Social Media,Mobile,88.8
CUS0940,2025-09-02,Referral,Desktop,61.8
CUS0941,2025-08-23,Email,Mobile,58.6
CUS0942,2026-07-13,Direct,Mobile,43.6
CUS0943,2026-06-15,Organic Search,Tablet,21.7
CUS0944,2025-03-08,Organic Search,Desktop,16.0
CUS0945,2025-03-28,Social Media,Desktop,75.3
CUS0946,2026-01-23,Email,Mobile,59.8
CUS0947,2025-09-12,Direct,Mobile,54.2
CUS0948,2025-01-21,Paid Ads,Tablet,19.0
CUS0949,2025-04-02,Email,Tablet,34.9
CUS0950,2025-08-13,Direct,Mobile,35.1
CUS0951,2024-11-24,Social Media,Desktop,41.5
CUS0952,2025-07-12,Email,Mobile,80.0
CUS0953,2026-07-18,Referral,Mobile,16.4
CUS0954,2025-09-04,Referral,Desktop,91.7
CUS0955,2026-02-01,Referral,Mobile,36.3
CUS0956,2025-04-04,Direct,Desktop,67.2
CUS0957,2026-05-09,Email,Tablet,62.6
CUS0958,2024-08-27,Organic Search,Mobile,22.6
CUS0959,2025-05-22,Social Media,Desktop,59.2
CUS0960,2025-01-09,Social Media,Mobile,84.5
CUS0961,2025-09-02,Direct,Mobile,55.8
CUS0962,2026-06-03,Email,Mobile,19.3
CUS0963,2025-09-19,Paid Ads,Mobile,94.0
CUS0964,2025-08-09,Referral,Desktop,81.7
CUS0965,2025-10-01,Organic Search,Desktop,79.0
CUS0966,2026-02-07,Social Media,Mobile,57.3
CUS0967,2026-02-26,Email,Mobile,60.8
CUS0968,2026-05-11,Paid Ads,Tablet,36.1
CUS0969,2025-08-07,Organic Search,Desktop,82.5
CUS0970,2026-03-07,Paid Ads,Desktop,27.0
CUS0971,2025-05-09,Paid Ads,Mobile,63.1
CUS0972,2026-01-29,Paid Ads,Desktop,5.6
CUS0973,2025-09-20,Paid Ads,Desktop,20.6
CUS0974,2024-09-18,Organic Search,Desktop,45.1
CUS0975,2025-07-20,Social Media,Mobile,50.4
CUS0976,2025-02-15,Social Media,Desktop,8.9
CUS0977,2025-03-31,Social Media,Mobile,73.2
CUS0978,2024-12-01,Paid Ads,Mobile,12.9
CUS0979,2026-06-12,Direct,Desktop,79.2
CUS0980,2025-03-19,Email,Desktop,31.7
CUS0981,2026-02-05,Email,Mobile,61.7
CUS0982,2025-12-13,Referral,Mobile,21.3
CUS0983,2024-10-25,Direct,Mobile,6.3
CUS0984,2025-10-21,Referral,Desktop,97.0
CUS0985,2025-07-26,Organic Search,Desktop,23.7
CUS0986,2025-09-16,Organic Search,Mobile,54.3
CUS0987,2026-05-07,Direct,Mobile,67.7
CUS0988,2025-12-28,Email,Mobile,61.2
CUS0989,2026-04-07,Referral,Mobile,90.1
CUS0990,2025-09-29,Direct,Mobile,67.6
CUS0991,2026-07-20,Referral,Mobile,23.9
CUS0992,2025-01-28,Organic Search,Mobile,87.2
CUS0993,2025-07-12,Organic Search,Tablet,20.6
CUS0994,2026-05-30,Email,Mobile,13.6
CUS0995,2024-08-27,Email,Mobile,15.2
CUS0996,2026-01-09,Paid Ads,Desktop,5.6
CUS0997,2025-11-20,Referral,Mobile,12.9
CUS0998,2025-08-20,Social Media,Mobile,63.5
CUS0999,2025-07-12,Social Media,Desktop,17.7
CUS1000,2025-04-04,Paid Ads,Mobile,79.4
