transaction_id,customer_id,transaction_date,category,quantity,unit_price,discount_pct,amount,device_type,channel,order_status
TXN001815,CUS0255,2026-08-17,Sports,3,499.0,0.0,1122.75,Mobile,Referral,Returned
TXN001816,CUS0255,2026-04-03,Electronics,2,1499.0,0.0,2248.5,Mobile,Referral,Completed
TXN001817,CUS0255,2025-12-05,Fashion,2,1999.0,0.0,2998.5,Mobile,Referral,Completed
TXN001818,CUS0256,2026-07-02,Sports,3,299.0,0.0,822.25,Mobile,Social Media,Completed
TXN001819,CUS0256,2026-04-05,Fashion,2,699.0,0.2,1025.2,Mobile,Social Media,Completed
TXN001820,CUS0256,2026-02-21,Electronics,1,699.0,0.2,512.6,Mobile,Social Media,Completed
TXN001821,CUS0256,2025-10-22,Electronics,2,1499.0,0.0,2748.17,Mobile,Social Media,Completed
TXN001822,CUS0257,2026-08-12,Beauty,1,699.0,0.0,1631.0,Desktop,Email,Completed
TXN001823,CUS0257,2026-07-24,Fashion,2,1999.0,0.1,8395.8,Desktop,Email,Cancelled
TXN001824,CUS0257,2026-07-20,Sports,2,399.0,0.0,1862.0,Tablet,Email,Completed
TXN001825,CUS0257,2026-07-20,Sports,1,699.0,0.0,1631.0,Desktop,Email,Completed
TXN001826,CUS0257,2026-07-01,Beauty,2,499.0,0.1,2095.8,Desktop,Email,Completed
TXN001827,CUS0257,2026-07-01,Sports,2,399.0,0.05,1768.9,Tablet,Email,Completed
TXN001828,CUS0257,2026-06-24,Fashion,1,699.0,0.0,1631.0,Desktop,Email,Completed
TXN001829,CUS0257,2026-06-24,Sports,1,499.0,0.0,1164.33,Mobile,Email,Completed
TXN001830,CUS0257,2026-06-01,Sports,1,399.0,0.0,931.0,Desktop,Email,Completed
TXN001831,CUS0257,2026-05-19,Sports,1,1499.0,0.0,3497.67,Desktop,Email,Completed
TXN001832,CUS0257,2026-05-11,Electronics,2,1999.0,0.2,7462.93,Tablet,Email,Completed
TXN001833,CUS0257,2026-05-06,Sports,2,699.0,0.0,3262.0,Desktop,Email,Cancelled
TXN001834,CUS0257,2026-04-26,Beauty,3,399.0,0.0,2793.0,Desktop,Email,Completed
TXN001835,CUS0257,2026-04-25,Sports,2,1999.0,0.0,9328.67,Mobile,Email,Completed
TXN001836,CUS0257,2026-04-17,Sports,2,399.0,0.0,1862.0,Desktop,Email,Completed
TXN001837,CUS0257,2026-03-12,Sports,1,1999.0,0.0,4664.33,Desktop,Email,Completed
TXN001838,CUS0257,2026-02-13,Sports,2,1499.0,0.0,6995.33,Desktop,Email,Completed
TXN001839,CUS0257,2026-02-06,Fashion,1,399.0,0.15,791.35,Desktop,Email,Completed
TXN001840,CUS0257,2026-01-22,Sports,1,1499.0,0.1,3147.9,Tablet,Email,Completed
TXN001841,CUS0257,2025-12-30,Electronics,2,499.0,0.0,2328.67,Desktop,Email,Completed
TXN001842,CUS0257,2025-12-08,Sports,2,999.0,0.1,4195.8,Desktop,Email,Completed
TXN001843,CUS0257,2025-11-03,Home,1,1999.0,0.0,4664.33,Desktop,Email,Completed
TXN001844,CUS0257,2025-10-31,Sports,3,499.0,0.0,3493.0,Desktop,Email,Completed
TXN001845,CUS0258,2026-07-08,Electronics,3,1499.0,0.0,4871.75,Mobile,Email,Completed
TXN001846,CUS0258,2026-07-06,Electronics,2,999.0,0.0,2164.5,Mobile,Email,Completed
TXN001847,CUS0258,2026-05-25,Electronics,3,299.0,0.0,971.75,Mobile,Email,Completed
TXN001848,CUS0258,2026-03-07,Sports,1,1499.0,0.0,1623.92,Mobile,Email,Completed
TXN001849,CUS0258,2026-02-16,Home,2,399.0,0.0,864.5,Mobile,Email,Completed
TXN001850,CUS0258,2026-01-10,Electronics,1,299.0,0.0,323.92,Mobile,Email,Completed
TXN001851,CUS0258,2025-11-26,Fashion,1,299.0,0.0,323.92,Mobile,Email,Completed
TXN001852,CUS0258,2025-10-02,Electronics,1,699.0,0.0,757.25,Mobile,Email,Completed
TXN001853,CUS0259,2026-08-15,Home,2,999.0,0.1,1648.35,Desktop,Email,Completed
TXN001854,CUS0259,2026-03-12,Home,3,399.0,0.15,932.66,Desktop,Email,Completed
TXN001855,CUS0259,2026-01-14,Home,1,299.0,0.0,274.08,Desktop,Email,Completed
TXN001856,CUS0260,2026-07-21,Sports,2,1999.0,0.0,5330.67,Desktop,Referral,Completed
TXN001857,CUS0260,2026-06-18,Sports,2,1499.0,0.0,3997.33,Desktop,Referral,Completed
TXN001858,CUS0260,2026-05-08,Sports,3,499.0,0.05,1896.2,Desktop,Referral,Completed
TXN001859,CUS0260,2026-04-21,Sports,2,1999.0,0.0,5330.67,Desktop,Referral,Completed
TXN001860,CUS0260,2026-04-14,Sports,3,1999.0,0.0,7996.0,Desktop,Referral,Completed
TXN001861,CUS0260,2026-02-20,Fashion,2,999.0,0.15,2264.4,Desktop,Referral,Completed
TXN001862,CUS0260,2025-12-29,Home,2,1999.0,0.0,5330.67,Desktop,Referral,Completed
TXN001863,CUS0260,2025-11-08,Sports,3,1999.0,0.0,7996.0,Desktop,Referral,Completed
TXN001864,CUS0260,2025-10-30,Sports,3,1499.0,0.2,4796.8,Desktop,Referral,Completed
TXN001865,CUS0260,2025-10-18,Sports,2,999.0,0.2,2131.2,Desktop,Referral,Completed
TXN001866,CUS0260,2025-10-12,Sports,2,299.0,0.05,757.47,Desktop,Referral,Returned
TXN001867,CUS0261,2026-08-19,Sports,1,1999.0,0.15,3964.68,Mobile,Direct,Completed
TXN001868,CUS0261,2026-07-16,Beauty,2,1999.0,0.0,9328.67,Mobile,Direct,Completed
TXN001869,CUS0261,2026-07-09,Sports,3,499.0,0.0,3493.0,Mobile,Direct,Completed
TXN001870,CUS0261,2026-07-02,Sports,3,1499.0,0.0,10493.0,Mobile,Direct,Completed
TXN001871,CUS0261,2026-06-18,Home,1,999.0,0.0,2331.0,Mobile,Direct,Completed
TXN001872,CUS0261,2026-05-08,Home,1,999.0,0.0,2331.0,Mobile,Direct,Completed
TXN001873,CUS0261,2026-05-06,Sports,1,1999.0,0.0,4664.33,Mobile,Direct,Completed
TXN001874,CUS0261,2026-04-29,Home,3,699.0,0.0,4893.0,Mobile,Direct,Completed
TXN001875,CUS0261,2026-04-04,Sports,2,499.0,0.0,2328.67,Mobile,Direct,Completed
TXN001876,CUS0261,2026-03-28,Sports,3,299.0,0.0,2093.0,Mobile,Direct,Completed
TXN001877,CUS0261,2026-03-26,Sports,1,499.0,0.0,1164.33,Mobile,Direct,Completed
TXN001878,CUS0261,2026-03-06,Beauty,2,299.0,0.05,1325.57,Mobile,Direct,Completed
TXN001879,CUS0261,2026-02-05,Beauty,2,499.0,0.0,2328.67,Desktop,Direct,Completed
TXN001880,CUS0261,2025-12-19,Beauty,1,999.0,0.0,2331.0,Mobile,Direct,Completed
TXN001881,CUS0261,2025-12-17,Sports,3,999.0,0.0,6993.0,Mobile,Direct,Completed
TXN001882,CUS0261,2025-12-14,Fashion,1,299.0,0.0,697.67,Mobile,Direct,Completed
TXN001883,CUS0261,2025-11-15,Home,1,1499.0,0.0,3497.67,Mobile,Direct,Completed
TXN001884,CUS0262,2026-06-19,Sports,2,299.0,0.15,550.66,Desktop,Email,Completed
TXN001885,CUS0262,2026-04-30,Home,1,1499.0,0.0,1623.92,Mobile,Email,Returned
TXN001886,CUS0262,2026-04-05,Home,2,1999.0,0.0,4331.17,Mobile,Email,Completed
TXN001887,CUS0262,2026-01-12,Home,1,499.0,0.0,540.58,Mobile,Email,Returned
TXN001888,CUS0262,2025-11-16,Home,2,299.0,0.0,647.83,Mobile,Email,Returned
TXN001889,CUS0262,2025-10-08,Beauty,1,299.0,0.0,323.92,Mobile,Email,Completed
TXN001890,CUS0262,2025-10-03,Beauty,2,999.0,0.2,1731.6,Mobile,Email,Completed
TXN001891,CUS0262,2025-09-29,Home,1,299.0,0.0,323.92,Mobile,Email,Completed
TXN001892,CUS0263,2026-08-16,Home,1,299.0,0.2,318.93,Desktop,Email,Completed
TXN001893,CUS0263,2026-08-10,Home,3,499.0,0.0,1996.0,Desktop,Email,Completed
TXN001894,CUS0263,2026-08-07,Home,2,1999.0,0.0,5330.67,Desktop,Email,Completed
TXN001895,CUS0263,2026-06-11,Home,2,399.0,0.2,851.2,Tablet,Email,Completed
TXN001896,CUS0263,2026-05-31,Home,1,499.0,0.0,665.33,Desktop,Email,Cancelled
TXN001897,CUS0263,2026-04-06,Home,3,499.0,0.0,1996.0,Mobile,Email,Completed
TXN001898,CUS0263,2026-03-22,Home,1,1999.0,0.0,2665.33,Desktop,Email,Completed
TXN001899,CUS0263,2026-03-20,Fashion,3,399.0,0.05,1516.2,Desktop,Email,Completed
TXN001900,CUS0263,2026-03-11,Home,3,999.0,0.15,3396.6,Desktop,Email,Completed
TXN001901,CUS0263,2026-02-21,Home,2,999.0,0.0,2664.0,Desktop,Email,Completed
TXN001902,CUS0263,2025-12-28,Home,1,999.0,0.0,1332.0,Mobile,Email,Completed
TXN001903,CUS0263,2025-12-28,Home,3,1999.0,0.0,7996.0,Desktop,Email,Completed
TXN001904,CUS0263,2025-11-08,Sports,3,499.0,0.0,1996.0,Desktop,Email,Completed
TXN001905,CUS0263,2025-10-25,Electronics,1,499.0,0.0,665.33,Tablet,Email,Returned
TXN001906,CUS0264,2026-08-10,Home,3,399.0,0.15,1356.6,Desktop,Direct,Completed
TXN001907,CUS0264,2026-06-23,Beauty,2,699.0,0.0,1864.0,Desktop,Direct,Completed
TXN001908,CUS0264,2026-05-22,Sports,3,399.0,0.15,1356.6,Desktop,Direct,Cancelled
TXN001909,CUS0264,2026-03-17,Home,2,999.0,0.0,2664.0,Desktop,Direct,Completed
TXN001910,CUS0264,2026-03-02,Home,2,399.0,0.0,1064.0,Desktop,Direct,Completed
TXN001911,CUS0264,2026-01-05,Sports,1,699.0,0.0,932.0,Desktop,Direct,Completed
TXN001912,CUS0264,2025-11-28,Home,3,399.0,0.0,1596.0,Desktop,Direct,Completed
TXN001913,CUS0264,2025-11-25,Electronics,2,299.0,0.05,757.47,Desktop,Direct,Completed
TXN001914,CUS0264,2025-10-31,Sports,3,999.0,0.15,3396.6,Desktop,Direct,Completed
TXN001915,CUS0265,2026-08-16,Home,2,499.0,0.0,1330.67,Mobile,Direct,Completed
TXN001916,CUS0265,2026-07-31,Home,1,399.0,0.2,425.6,Mobile,Direct,Completed
TXN001917,CUS0265,2026-06-21,Home,1,699.0,0.0,932.0,Tablet,Direct,Completed
TXN001918,CUS0265,2026-05-14,Sports,3,999.0,0.0,3996.0,Mobile,Direct,Cancelled
TXN001919,CUS0265,2026-05-08,Home,2,499.0,0.0,1330.67,Mobile,Direct,Completed
TXN001920,CUS0265,2026-05-04,Home,1,1999.0,0.05,2532.07,Mobile,Direct,Completed
TXN001921,CUS0265,2026-04-26,Beauty,2,1499.0,0.0,3997.33,Mobile,Direct,Completed
TXN001922,CUS0265,2025-12-24,Home,1,399.0,0.0,532.0,Mobile,Direct,Completed
TXN001923,CUS0265,2025-12-14,Home,2,299.0,0.0,797.33,Tablet,Direct,Completed
TXN001924,CUS0266,2026-08-05,Electronics,3,399.0,0.0,2793.0,Mobile,Referral,Completed
TXN001925,CUS0266,2026-08-04,Sports,2,999.0,0.0,4662.0,Mobile,Referral,Completed
TXN001926,CUS0266,2026-07-28,Home,2,999.0,0.0,4662.0,Tablet,Referral,Completed
TXN001927,CUS0266,2026-06-29,Home,1,1999.0,0.0,4664.33,Mobile,Referral,Completed
TXN001928,CUS0266,2026-06-20,Home,1,399.0,0.0,931.0,Mobile,Referral,Completed
TXN001929,CUS0266,2026-06-18,Home,2,499.0,0.0,2328.67,Mobile,Referral,Completed
TXN001930,CUS0266,2026-05-05,Home,3,399.0,0.1,2513.7,Mobile,Referral,Completed
TXN001931,CUS0266,2026-02-27,Home,3,499.0,0.0,3493.0,Mobile,Referral,Completed
TXN001932,CUS0266,2026-02-03,Home,2,1999.0,0.0,9328.67,Mobile,Referral,Completed
TXN001933,CUS0266,2026-01-11,Home,3,699.0,0.15,4159.05,Mobile,Referral,Completed
TXN001934,CUS0266,2026-01-03,Home,3,1999.0,0.0,13993.0,Mobile,Referral,Completed
TXN001935,CUS0266,2025-12-25,Home,1,499.0,0.0,1164.33,Mobile,Referral,Completed
TXN001936,CUS0266,2025-12-22,Home,3,999.0,0.0,6993.0,Mobile,Referral,Completed
TXN001937,CUS0266,2025-10-10,Home,1,499.0,0.2,931.47,Mobile,Referral,Completed
TXN001938,CUS0267,2025-12-13,Fashion,1,1999.0,0.0,1166.08,Mobile,Referral,Completed
TXN001939,CUS0267,2025-11-13,Home,3,499.0,0.0,873.25,Mobile,Referral,Completed
TXN001940,CUS0267,2025-06-12,Home,2,399.0,0.0,465.5,Mobile,Referral,Completed
TXN001941,CUS0267,2025-05-15,Home,1,1499.0,0.0,874.42,Mobile,Referral,Completed
TXN001942,CUS0268,2026-07-24,Sports,3,1999.0,0.0,7996.0,Tablet,Direct,Completed
TXN001943,CUS0268,2026-06-27,Sports,1,999.0,0.0,1332.0,Tablet,Direct,Completed
TXN001944,CUS0268,2026-06-17,Sports,2,499.0,0.05,1264.13,Tablet,Direct,Completed
TXN001945,CUS0268,2026-05-22,Sports,3,1999.0,0.0,7996.0,Tablet,Direct,Returned
TXN001946,CUS0268,2026-05-19,Home,3,499.0,0.0,1996.0,Tablet,Direct,Completed
TXN001947,CUS0268,2026-04-17,Electronics,2,999.0,0.0,2664.0,Tablet,Direct,Completed
TXN001948,CUS0268,2026-04-12,Beauty,1,299.0,0.1,358.8,Tablet,Direct,Completed
TXN001949,CUS0268,2026-02-15,Sports,3,999.0,0.0,3996.0,Tablet,Direct,Returned
TXN001950,CUS0268,2026-02-04,Sports,1,699.0,0.0,932.0,Tablet,Direct,Completed
TXN001951,CUS0268,2026-01-30,Fashion,3,699.0,0.0,2796.0,Tablet,Direct,Completed
TXN001952,CUS0268,2026-01-15,Electronics,1,399.0,0.05,505.4,Tablet,Direct,Completed
TXN001953,CUS0268,2025-12-29,Sports,3,499.0,0.0,1996.0,Tablet,Direct,Completed
TXN001954,CUS0268,2025-12-26,Sports,3,1999.0,0.0,7996.0,Tablet,Direct,Completed
TXN001955,CUS0268,2025-12-19,Sports,3,999.0,0.0,3996.0,Tablet,Direct,Completed
TXN001956,CUS0269,2026-08-15,Fashion,2,1499.0,0.1,2023.65,Mobile,Organic Search,Completed
TXN001957,CUS0270,2026-03-03,Home,2,1499.0,0.0,1748.83,Tablet,Social Media,Completed
TXN001958,CUS0271,2026-06-08,Beauty,1,299.0,0.0,323.92,Desktop,Organic Search,Completed
TXN001959,CUS0271,2026-04-15,Beauty,2,1499.0,0.0,3247.83,Desktop,Organic Search,Completed
TXN001960,CUS0271,2026-01-29,Sports,1,999.0,0.0,1082.25,Desktop,Organic Search,Completed
TXN001961,CUS0271,2025-11-02,Beauty,2,1999.0,0.0,4331.17,Desktop,Organic Search,Completed
TXN001962,CUS0271,2025-09-30,Electronics,3,1999.0,0.0,6496.75,Tablet,Organic Search,Returned
TXN001963,CUS0271,2025-09-16,Beauty,2,1999.0,0.0,4331.17,Desktop,Organic Search,Completed
TXN001964,CUS0271,2025-09-01,Beauty,2,1499.0,0.05,3085.44,Mobile,Organic Search,Completed
TXN001965,CUS0271,2025-08-16,Home,3,499.0,0.0,1621.75,Desktop,Organic Search,Completed
TXN001966,CUS0272,2026-07-16,Fashion,3,699.0,0.0,2796.0,Desktop,Paid Ads,Completed
TXN001967,CUS0272,2026-06-17,Electronics,1,399.0,0.05,505.4,Desktop,Paid Ads,Completed
TXN001968,CUS0272,2026-05-29,Fashion,3,399.0,0.05,1516.2,Desktop,Paid Ads,Completed
TXN001969,CUS0272,2026-05-09,Fashion,3,1499.0,0.0,5996.0,Tablet,Paid Ads,Completed
TXN001970,CUS0272,2026-04-30,Fashion,2,399.0,0.0,1064.0,Desktop,Paid Ads,Completed
TXN001971,CUS0272,2026-03-24,Fashion,2,1499.0,0.0,3997.33,Desktop,Paid Ads,Completed
TXN001972,CUS0272,2026-03-18,Fashion,2,1499.0,0.1,3597.6,Desktop,Paid Ads,Completed
TXN001973,CUS0272,2026-03-03,Fashion,2,699.0,0.2,1491.2,Desktop,Paid Ads,Completed
TXN001974,CUS0272,2026-02-06,Fashion,3,999.0,0.0,3996.0,Desktop,Paid Ads,Completed
TXN001975,CUS0272,2026-01-07,Fashion,1,399.0,0.0,532.0,Desktop,Paid Ads,Completed
TXN001976,CUS0272,2025-11-26,Fashion,3,699.0,0.0,2796.0,Desktop,Paid Ads,Completed
TXN001977,CUS0273,2026-07-29,Beauty,3,1499.0,0.0,3372.75,Mobile,Paid Ads,Completed
TXN001978,CUS0273,2025-12-28,Fashion,2,399.0,0.0,598.5,Desktop,Paid Ads,Completed
TXN001979,CUS0274,2026-02-09,Electronics,3,499.0,0.0,873.25,Desktop,Direct,Completed
TXN001980,CUS0274,2026-01-12,Fashion,3,399.0,0.0,698.25,Desktop,Direct,Completed
TXN001981,CUS0275,2026-08-02,Beauty,2,1999.0,0.0,2998.5,Mobile,Social Media,Completed
TXN001982,CUS0276,2026-07-12,Home,2,699.0,0.0,1514.5,Desktop,Direct,Completed
TXN001983,CUS0276,2026-06-18,Fashion,1,1999.0,0.0,2165.58,Desktop,Direct,Completed
TXN001984,CUS0276,2026-05-01,Home,2,1999.0,0.0,4331.17,Mobile,Direct,Completed
TXN001985,CUS0276,2026-04-18,Home,1,1999.0,0.0,2165.58,Desktop,Direct,Completed
TXN001986,CUS0276,2026-03-25,Home,2,1499.0,0.0,3247.83,Desktop,Direct,Completed
TXN001987,CUS0276,2026-03-17,Fashion,1,999.0,0.0,1082.25,Desktop,Direct,Completed
TXN001988,CUS0276,2026-01-14,Home,3,299.0,0.0,971.75,Desktop,Direct,Completed
TXN001989,CUS0276,2025-12-28,Home,3,499.0,0.0,1621.75,Desktop,Direct,Completed
TXN001990,CUS0276,2025-11-03,Home,1,999.0,0.0,1082.25,Desktop,Direct,Completed
TXN001991,CUS0276,2025-10-20,Home,3,699.0,0.0,2271.75,Desktop,Direct,Completed
TXN001992,CUS0277,2026-08-14,Beauty,2,999.0,0.0,4662.0,Tablet,Email,Completed
TXN001993,CUS0277,2026-08-11,Beauty,1,1999.0,0.0,4664.33,Mobile,Email,Completed
TXN001994,CUS0277,2026-07-29,Sports,1,399.0,0.0,931.0,Mobile,Email,Completed
TXN001995,CUS0277,2026-07-09,Beauty,1,499.0,0.0,1164.33,Mobile,Email,Completed
TXN001996,CUS0277,2026-07-08,Beauty,3,399.0,0.0,2793.0,Mobile,Email,Completed
TXN001997,CUS0277,2026-06-28,Beauty,2,699.0,0.0,3262.0,Mobile,Email,Completed
TXN001998,CUS0277,2026-06-25,Beauty,3,399.0,0.2,2234.4,Mobile,Email,Completed
TXN001999,CUS0277,2026-06-18,Beauty,3,499.0,0.0,3493.0,Mobile,Email,Completed
TXN002000,CUS0277,2026-06-08,Sports,1,299.0,0.0,697.67,Mobile,Email,Completed
TXN002001,CUS0277,2026-05-25,Beauty,3,499.0,0.0,3493.0,Tablet,Email,Completed
TXN002002,CUS0277,2026-05-23,Beauty,2,499.0,0.0,2328.67,Mobile,Email,Completed
TXN002003,CUS0277,2026-04-05,Beauty,1,999.0,0.0,2331.0,Mobile,Email,Completed
TXN002004,CUS0277,2026-03-23,Beauty,1,499.0,0.0,1164.33,Mobile,Email,Completed
TXN002005,CUS0277,2026-02-23,Beauty,1,499.0,0.0,1164.33,Mobile,Email,Completed
TXN002006,CUS0277,2026-02-19,Beauty,2,999.0,0.0,4662.0,Mobile,Email,Completed
TXN002007,CUS0277,2026-02-15,Sports,2,1999.0,0.1,8395.8,Mobile,Email,Completed
TXN002008,CUS0277,2026-02-03,Electronics,2,1499.0,0.0,6995.33,Mobile,Email,Cancelled
TXN002009,CUS0277,2026-01-12,Electronics,2,1999.0,0.0,9328.67,Mobile,Email,Completed
TXN002010,CUS0277,2025-11-10,Beauty,3,699.0,0.0,4893.0,Mobile,Email,Completed
TXN002011,CUS0277,2025-11-01,Fashion,2,299.0,0.0,1395.33,Mobile,Email,Completed
TXN002012,CUS0278,2026-08-08,Electronics,3,999.0,0.15,2759.74,Mobile,Referral,Completed
TXN002013,CUS0278,2026-07-08,Electronics,3,699.0,0.15,1930.99,Mobile,Referral,Completed
TXN002014,CUS0278,2026-04-27,Electronics,1,999.0,0.0,1082.25,Mobile,Referral,Completed
TXN002015,CUS0278,2026-03-11,Fashion,2,299.0,0.0,647.83,Mobile,Referral,Cancelled
TXN002016,CUS0278,2026-02-09,Electronics,1,699.0,0.0,757.25,Mobile,Referral,Completed
TXN002017,CUS0278,2026-01-11,Electronics,3,399.0,0.0,1296.75,Mobile,Referral,Completed
TXN002018,CUS0278,2025-12-21,Electronics,1,1999.0,0.0,2165.58,Desktop,Referral,Cancelled
TXN002019,CUS0278,2025-11-10,Sports,1,299.0,0.0,323.92,Mobile,Referral,Cancelled
TXN002020,CUS0278,2025-10-23,Electronics,2,1999.0,0.0,4331.17,Mobile,Referral,Completed
TXN002021,CUS0279,2026-07-25,Beauty,3,699.0,0.0,2271.75,Desktop,Organic Search,Completed
TXN002022,CUS0279,2026-07-09,Beauty,3,1999.0,0.0,6496.75,Desktop,Organic Search,Completed
TXN002023,CUS0279,2026-05-05,Beauty,1,699.0,0.0,757.25,Desktop,Organic Search,Completed
TXN002024,CUS0279,2026-04-19,Beauty,1,1999.0,0.0,2165.58,Desktop,Organic Search,Completed
TXN002025,CUS0279,2026-04-15,Beauty,1,1999.0,0.15,1840.75,Desktop,Organic Search,Completed
TXN002026,CUS0279,2026-02-08,Beauty,3,1999.0,0.15,5522.24,Desktop,Organic Search,Completed
TXN002027,CUS0279,2025-11-24,Beauty,2,1999.0,0.0,4331.17,Tablet,Organic Search,Completed
TXN002028,CUS0280,2026-01-02,Fashion,1,699.0,0.0,407.75,Mobile,Organic Search,Completed
TXN002029,CUS0281,2026-08-02,Sports,1,1499.0,0.0,1623.92,Desktop,Direct,Completed
TXN002030,CUS0281,2026-06-11,Sports,3,699.0,0.0,2271.75,Desktop,Direct,Completed
TXN002031,CUS0281,2026-05-03,Home,3,1499.0,0.15,4140.99,Desktop,Direct,Completed
TXN002032,CUS0281,2026-01-04,Home,2,1999.0,0.0,4331.17,Desktop,Direct,Completed
TXN002033,CUS0281,2025-12-05,Electronics,1,399.0,0.2,345.8,Desktop,Direct,Completed
TXN002034,CUS0281,2025-12-03,Sports,2,1999.0,0.0,4331.17,Mobile,Direct,Completed
TXN002035,CUS0282,2026-08-14,Electronics,3,1499.0,0.2,2698.2,Desktop,Organic Search,Completed
TXN002036,CUS0282,2026-07-07,Home,3,299.0,0.0,672.75,Tablet,Organic Search,Completed
TXN002037,CUS0283,2026-08-14,Sports,3,1999.0,0.0,13993.0,Desktop,Paid Ads,Completed
TXN002038,CUS0283,2026-06-30,Sports,2,499.0,0.0,2328.67,Desktop,Paid Ads,Completed
TXN002039,CUS0283,2026-06-08,Sports,1,999.0,0.0,2331.0,Desktop,Paid Ads,Completed
TXN002040,CUS0283,2026-05-26,Fashion,2,1999.0,0.0,9328.67,Desktop,Paid Ads,Completed
TXN002041,CUS0283,2026-04-29,Fashion,3,1999.0,0.0,13993.0,Tablet,Paid Ads,Completed
TXN002042,CUS0283,2026-04-08,Sports,2,999.0,0.15,3962.7,Desktop,Paid Ads,Completed
TXN002043,CUS0283,2026-03-30,Sports,2,399.0,0.0,1862.0,Desktop,Paid Ads,Completed
TXN002044,CUS0283,2026-03-19,Home,2,399.0,0.0,1862.0,Desktop,Paid Ads,Completed
TXN002045,CUS0283,2026-03-17,Fashion,3,1999.0,0.0,13993.0,Mobile,Paid Ads,Completed
TXN002046,CUS0283,2026-03-05,Sports,1,299.0,0.0,697.67,Desktop,Paid Ads,Completed
TXN002047,CUS0283,2026-02-12,Sports,2,1499.0,0.0,6995.33,Desktop,Paid Ads,Completed
TXN002048,CUS0283,2026-02-11,Sports,1,699.0,0.1,1467.9,Desktop,Paid Ads,Completed
TXN002049,CUS0283,2026-01-19,Fashion,1,399.0,0.0,931.0,Desktop,Paid Ads,Completed
TXN002050,CUS0283,2025-12-08,Sports,1,499.0,0.0,1164.33,Tablet,Paid Ads,Completed
TXN002051,CUS0283,2025-11-30,Sports,1,699.0,0.0,1631.0,Desktop,Paid Ads,Completed
TXN002052,CUS0283,2025-11-18,Fashion,2,499.0,0.0,2328.67,Desktop,Paid Ads,Completed
TXN002053,CUS0284,2026-07-22,Beauty,3,399.0,0.0,1097.25,Mobile,Email,Returned
TXN002054,CUS0284,2026-05-21,Beauty,3,699.0,0.15,1633.91,Mobile,Email,Completed
TXN002055,CUS0284,2025-12-30,Sports,3,1499.0,0.0,4122.25,Mobile,Email,Completed
TXN002056,CUS0285,2026-02-13,Fashion,3,999.0,0.0,3246.75,Desktop,Social Media,Completed
TXN002057,CUS0285,2025-11-11,Home,3,999.0,0.0,3246.75,Tablet,Social Media,Completed
TXN002058,CUS0285,2025-07-25,Home,1,999.0,0.0,1082.25,Desktop,Social Media,Completed
TXN002059,CUS0285,2025-07-03,Electronics,1,299.0,0.2,259.13,Desktop,Social Media,Returned
TXN002060,CUS0285,2025-05-22,Home,3,1499.0,0.0,4871.75,Desktop,Social Media,Completed
TXN002061,CUS0286,2026-08-02,Fashion,2,1999.0,0.0,5330.67,Desktop,Direct,Completed
TXN002062,CUS0286,2026-07-28,Fashion,3,299.0,0.0,1196.0,Desktop,Direct,Completed
TXN002063,CUS0286,2026-07-14,Beauty,3,499.0,0.0,1996.0,Desktop,Direct,Completed
TXN002064,CUS0286,2026-07-01,Sports,3,1999.0,0.1,7196.4,Desktop,Direct,Completed
TXN002065,CUS0286,2026-05-25,Fashion,3,1499.0,0.1,5396.4,Desktop,Direct,Completed
TXN002066,CUS0286,2026-05-16,Fashion,3,299.0,0.0,1196.0,Desktop,Direct,Completed
TXN002067,CUS0286,2026-02-26,Sports,3,299.0,0.0,1196.0,Desktop,Direct,Completed
TXN002068,CUS0286,2026-02-03,Fashion,3,499.0,0.05,1896.2,Desktop,Direct,Completed
TXN002069,CUS0286,2026-01-24,Fashion,1,299.0,0.1,358.8,Desktop,Direct,Completed
TXN002070,CUS0286,2026-01-01,Sports,1,1999.0,0.0,2665.33,Desktop,Direct,Completed
TXN002071,CUS0286,2025-12-16,Sports,1,299.0,0.0,398.67,Desktop,Direct,Completed
TXN002072,CUS0286,2025-11-28,Electronics,1,499.0,0.0,665.33,Desktop,Direct,Completed
TXN002073,CUS0286,2025-11-21,Fashion,1,399.0,0.0,532.0,Desktop,Direct,Completed
TXN002074,CUS0286,2025-10-29,Fashion,2,1999.0,0.0,5330.67,Desktop,Direct,Completed
TXN002075,CUS0287,2026-07-20,Electronics,1,499.0,0.0,665.33,Mobile,Organic Search,Completed
TXN002076,CUS0287,2026-07-06,Electronics,1,299.0,0.1,358.8,Mobile,Organic Search,Completed
TXN002077,CUS0287,2026-07-01,Fashion,1,1499.0,0.15,1698.87,Mobile,Organic Search,Completed
TXN002078,CUS0287,2026-04-07,Electronics,2,999.0,0.0,2664.0,Mobile,Organic Search,Completed
TXN002079,CUS0287,2026-01-01,Electronics,3,499.0,0.0,1996.0,Mobile,Organic Search,Completed
TXN002080,CUS0287,2025-12-06,Home,3,499.0,0.0,1996.0,Mobile,Organic Search,Completed
TXN002081,CUS0287,2025-11-10,Electronics,2,999.0,0.15,2264.4,Mobile,Organic Search,Completed
TXN002082,CUS0287,2025-10-28,Sports,1,299.0,0.0,398.67,Mobile,Organic Search,Completed
TXN002083,CUS0287,2025-10-18,Sports,2,1999.0,0.0,5330.67,Mobile,Organic Search,Cancelled
TXN002084,CUS0287,2025-09-30,Fashion,3,299.0,0.0,1196.0,Mobile,Organic Search,Completed
