order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,shipping_cost,payment_method,region,traffic_source,device_type,order_status
ORD000556,CUST00519,2026-01-31,P0015,Face Serum,Beauty,3,399,0.2,0,Cash on Delivery,East,Paid Ads,Mobile,Completed
ORD000557,CUST00614,2026-03-11,P0005,T-Shirt,Fashion,3,299,0.1,99,Cash on Delivery,Central,Direct,Tablet,Completed
ORD000558,CUST00656,2025-10-11,P0019,Face Wash,Beauty,3,1999,0.0,79,Debit Card,South,Email,Desktop,Completed
ORD000559,CUST00379,2025-09-30,P0004,Power Bank,Electronics,3,999,0.1,49,Wallet,East,Direct,Mobile,Completed
ORD000560,CUST00404,2026-08-11,P0019,Face Wash,Beauty,4,399,0.0,49,Debit Card,West,Email,Desktop,Completed
ORD000561,CUST00563,2026-04-03,P0022,Water Bottle,Sports,3,999,0.05,79,Credit Card,South,Email,Desktop,Completed
ORD000562,CUST00214,2025-08-25,P0012,Coffee Mug,Home,2,699,0.05,79,Credit Card,North,Direct,Mobile,Completed
ORD000563,CUST00678,2026-03-14,P0016,Lip Balm,Beauty,2,299,0.0,49,Cash on Delivery,East,Organic Search,Mobile,Cancelled
ORD000564,CUST00015,2025-08-23,P0018,Sunscreen,Beauty,4,2499,0.0,79,Credit Card,West,Direct,Mobile,Completed
ORD000565,CUST00159,2025-09-17,P0022,Water Bottle,Sports,2,2499,0.2,79,UPI,Central,Referral,Mobile,Returned
ORD000566,CUST00627,2026-01-03,P0014,Wall Clock,Home,3,1999,0.1,0,Debit Card,West,Paid Ads,Mobile,Completed
ORD000567,CUST00279,2026-04-16,P0007,Denim Jacket,Fashion,4,1999,0.05,0,Wallet,North,Direct,Mobile,Cancelled
ORD000568,CUST00120,2026-04-03,P0005,T-Shirt,Fashion,1,999,0.0,99,Credit Card,North,Organic Search,Mobile,Completed
ORD000569,CUST00148,2026-06-04,P0008,Backpack,Fashion,1,1999,0.0,0,UPI,East,Organic Search,Mobile,Cancelled
ORD000570,CUST00420,2025-10-24,P0001,Bluetooth Speaker,Electronics,1,999,0.0,99,Debit Card,West,Social Media,Mobile,Returned
ORD000571,CUST00670,2025-10-28,P0017,Hair Oil,Beauty,1,399,0.05,49,UPI,South,Referral,Mobile,Returned
ORD000572,CUST00055,2026-03-02,P0009,Sunglasses,Fashion,3,399,0.0,0,Credit Card,Central,Social Media,Mobile,Completed
ORD000573,CUST00025,2026-07-03,P0017,Hair Oil,Beauty,3,1999,0.15,0,Credit Card,South,Social Media,Mobile,Completed
ORD000574,CUST00370,2026-05-10,P0001,Bluetooth Speaker,Electronics,2,699,0.05,49,Credit Card,South,Direct,Mobile,Returned
ORD000575,CUST00762,2026-04-21,P0008,Backpack,Fashion,1,1499,0.0,0,UPI,South,Direct,Desktop,Completed
ORD000576,CUST00225,2025-09-23,P0009,Sunglasses,Fashion,3,399,0.0,0,Wallet,Central,Direct,Desktop,Returned
ORD000577,CUST00765,2026-07-06,P0002,Smart Watch,Electronics,1,699,0.2,79,Cash on Delivery,South,Organic Search,Desktop,Completed
ORD000578,CUST00705,2026-08-14,P0020,Yoga Mat,Sports,3,299,0.0,99,Cash on Delivery,East,Referral,Tablet,Completed
ORD000579,CUST00229,2026-03-20,P0014,Wall Clock,Home,4,399,0.0,99,Wallet,North,Paid Ads,Desktop,Completed
ORD000580,CUST00645,2025-12-20,P0021,Dumbbell Set,Sports,2,299,0.0,0,Credit Card,East,Email,Desktop,Completed
ORD000581,CUST00540,2026-04-18,P0020,Yoga Mat,Sports,2,399,0.15,79,Wallet,East,Direct,Mobile,Returned
ORD000582,CUST00408,2026-04-11,P0000,Wireless Earbuds,Electronics,3,999,0.15,0,Wallet,West,Paid Ads,Desktop,Returned
ORD000583,CUST00345,2026-07-25,P0021,Dumbbell Set,Sports,1,299,0.0,99,Wallet,South,Direct,Mobile,Completed
ORD000584,CUST00644,2025-09-29,P0001,Bluetooth Speaker,Electronics,3,399,0.15,99,Wallet,North,Email,Desktop,Completed
ORD000585,CUST00621,2026-02-24,P0021,Dumbbell Set,Sports,2,1499,0.05,49,Wallet,South,Organic Search,Mobile,Completed
ORD000586,CUST00592,2026-05-05,P0016,Lip Balm,Beauty,2,399,0.0,79,UPI,North,Paid Ads,Tablet,Completed
ORD000587,CUST00799,2025-12-25,P0020,Yoga Mat,Sports,1,999,0.15,99,Wallet,West,Direct,Mobile,Cancelled
ORD000588,CUST00380,2026-06-22,P0012,Coffee Mug,Home,4,1999,0.0,0,Wallet,East,Organic Search,Desktop,Completed
ORD000589,CUST00633,2025-09-12,P0004,Power Bank,Electronics,2,1999,0.2,0,Credit Card,West,Social Media,Tablet,Completed
ORD000590,CUST00684,2025-09-27,P0003,Phone Case,Electronics,1,299,0.0,79,UPI,East,Social Media,Desktop,Cancelled
ORD000591,CUST00174,2026-06-04,P0002,Smart Watch,Electronics,4,399,0.0,0,Credit Card,Central,Social Media,Mobile,Completed
ORD000592,CUST00032,2025-10-04,P0020,Yoga Mat,Sports,4,1499,0.0,79,Cash on Delivery,North,Social Media,Mobile,Returned
ORD000593,CUST00329,2026-01-19,P0013,Storage Box,Home,3,499,0.0,0,Cash on Delivery,South,Referral,Desktop,Completed
ORD000594,CUST00679,2025-11-30,P0005,T-Shirt,Fashion,1,699,0.05,0,Credit Card,North,Organic Search,Mobile,Completed
ORD000595,CUST00234,2026-04-28,P0003,Phone Case,Electronics,4,699,0.15,99,Cash on Delivery,North,Referral,Mobile,Completed
ORD000596,CUST00551,2025-08-24,P0001,Bluetooth Speaker,Electronics,1,999,0.0,49,UPI,East,Direct,Desktop,Completed
ORD000597,CUST00006,2025-12-28,P0006,Sneakers,Fashion,1,699,0.05,79,Wallet,West,Referral,Tablet,Completed
ORD000598,CUST00291,2026-08-14,P0018,Sunscreen,Beauty,3,299,0.2,79,Wallet,East,Email,Mobile,Completed
ORD000599,CUST00485,2026-01-01,P0022,Water Bottle,Sports,2,299,0.05,49,Credit Card,West,Referral,Mobile,Completed
ORD000600,CUST00103,2026-03-26,P0015,Face Serum,Beauty,1,299,0.15,49,Cash on Delivery,North,Organic Search,Desktop,Completed
ORD000601,CUST00713,2026-08-15,P0024,Running Shoes,Sports,3,499,0.0,99,Wallet,West,Direct,Desktop,Returned
ORD000602,CUST00126,2026-03-29,P0009,Sunglasses,Fashion,2,1999,0.0,99,UPI,West,Direct,Tablet,Completed
ORD000603,CUST00728,2026-05-22,P0008,Backpack,Fashion,4,2499,0.0,0,Wallet,South,Referral,Desktop,Completed
ORD000604,CUST00177,2026-08-05,P0017,Hair Oil,Beauty,1,699,0.0,49,Cash on Delivery,Central,Organic Search,Mobile,Returned
ORD000605,CUST00793,2026-04-02,P0003,Phone Case,Electronics,4,299,0.2,79,Wallet,North,Email,Desktop,Completed
ORD000606,CUST00477,2026-06-19,P0022,Water Bottle,Sports,3,299,0.0,79,Wallet,Central,Email,Desktop,Completed
ORD000607,CUST00070,2026-02-21,P0019,Face Wash,Beauty,1,1999,0.15,49,Cash on Delivery,North,Organic Search,Mobile,Completed
ORD000608,CUST00052,2026-06-13,P0000,Wireless Earbuds,Electronics,3,499,0.0,79,Wallet,North,Email,Mobile,Completed
ORD000609,CUST00059,2026-04-11,P0004,Power Bank,Electronics,4,2499,0.0,49,Credit Card,West,Social Media,Desktop,Completed
ORD000610,CUST00468,2025-12-21,P0015,Face Serum,Beauty,1,999,0.05,0,Cash on Delivery,North,Social Media,Mobile,Completed
ORD000611,CUST00636,2026-03-11,P0018,Sunscreen,Beauty,4,2499,0.0,0,Cash on Delivery,North,Direct,Tablet,Completed
ORD000612,CUST00329,2025-12-20,P0005,T-Shirt,Fashion,2,399,0.0,0,Wallet,South,Direct,Mobile,Cancelled
ORD000613,CUST00359,2026-01-11,P0018,Sunscreen,Beauty,4,1999,0.15,79,Credit Card,South,Email,Mobile,Completed
ORD000614,CUST00467,2025-12-04,P0011,Cushion Cover,Home,1,999,0.0,99,UPI,Central,Social Media,Tablet,Returned
ORD000615,CUST00422,2026-02-15,P0016,Lip Balm,Beauty,3,699,0.1,0,Credit Card,North,Referral,Mobile,Returned
ORD000616,CUST00543,2025-12-24,P0010,LED Lamp,Home,4,999,0.0,79,Wallet,North,Paid Ads,Mobile,Completed
ORD000617,CUST00375,2026-04-05,P0011,Cushion Cover,Home,2,499,0.0,99,Cash on Delivery,East,Social Media,Mobile,Completed
ORD000618,,2026-01-01,P0009,Sunglasses,Fashion,1,999,0.1,0,Credit Card,North,Social Media,Tablet,Completed
ORD000619,CUST00798,2026-02-15,P0003,Phone Case,Electronics,2,1999,0.0,99,Credit Card,East,Paid Ads,Tablet,Returned
ORD000620,CUST00287,2025-10-10,P0004,Power Bank,Electronics,3,1999,0.0,0,Cash on Delivery,Central,Social Media,Mobile,Returned
ORD000621,CUST00009,2026-01-08,P0004,Power Bank,Electronics,3,2499,0.1,79,Wallet,North,Referral,Desktop,Completed
ORD000622,CUST00100,2025-12-27,P0020,Yoga Mat,Sports,2,699,0.2,0,Cash on Delivery,South,Organic Search,Desktop,Completed
ORD000623,CUST00441,2026-08-05,P0010,LED Lamp,Home,4,1999,0.05,79,Debit Card,Central,Email,Mobile,Cancelled
ORD000624,CUST00283,2026-01-30,P0009,Sunglasses,Fashion,3,2499,0.0,0,Wallet,South,Social Media,Mobile,Returned
ORD000625,CUST00751,2025-08-27,P0021,Dumbbell Set,Sports,3,299,0.15,99,Cash on Delivery,East,Organic Search,Desktop,Returned
ORD000626,CUST00494,2025-12-10,P0022,Water Bottle,Sports,4,699,0.0,0,Credit Card,North,Paid Ads,Mobile,Returned
ORD000627,CUST00414,2026-05-13,P0005,T-Shirt,Fashion,4,1499,0.1,0,Debit Card,East,Paid Ads,Mobile,Completed
ORD000628,CUST00625,2025-10-19,P0008,Backpack,Fashion,2,699,0.05,49,Debit Card,East,Social Media,Mobile,Cancelled
ORD000629,CUST00211,2025-10-18,P0010,LED Lamp,Home,2,299,0.15,99,UPI,North,Social Media,Desktop,Cancelled
ORD000630,CUST00647,2026-01-03,P0020,Yoga Mat,Sports,3,1499,0.05,0,Debit Card,South,Email,Mobile,Completed
ORD000631,CUST00003,2025-12-28,P0016,Lip Balm,Beauty,3,699,0.05,0,Debit Card,Central,Social Media,Mobile,Completed
ORD000632,CUST00488,2026-02-11,P0013,Storage Box,Home,2,999,0.0,79,Debit Card,North,Direct,Mobile,Completed
ORD000633,CUST00744,2025-09-01,P0005,T-Shirt,Fashion,3,299,0.0,0,Credit Card,North,Social Media,Tablet,Completed
ORD000634,CUST00618,2026-05-10,P0009,Sunglasses,Fashion,3,299,0.05,99,Wallet,Central,Referral,Mobile,Completed
ORD000635,CUST00676,2025-11-06,P0000,Wireless Earbuds,Electronics,4,999,0.0,49,Wallet,South,Referral,Mobile,Completed
ORD000636,CUST00326,2026-05-06,P0017,Hair Oil,Beauty,2,2499,0.0,99,Cash on Delivery,West,Direct,Mobile,Completed
ORD000637,CUST00650,2026-03-14,P0022,Water Bottle,Sports,4,1499,0.0,49,UPI,North,Organic Search,Mobile,Completed
ORD000638,CUST00439,2025-11-01,P0019,Face Wash,Beauty,1,2499,0.0,99,Wallet,West,Referral,Desktop,Completed
ORD000639,CUST00487,2026-02-07,P0007,Denim Jacket,Fashion,4,1999,0.0,0,Debit Card,Central,Direct,Mobile,Returned
ORD000640,CUST00048,2025-09-02,P0012,Coffee Mug,Home,1,499,0.0,49,Debit Card,North,Email,Desktop,Completed
ORD000641,CUST00167,2026-05-03,P0023,Resistance Band,Sports,4,299,0.0,0,UPI,South,Social Media,Mobile,Completed
ORD000642,CUST00439,2025-12-08,P0010,LED Lamp,Home,1,999,0.1,49,Cash on Delivery,West,Direct,Desktop,Returned
ORD000643,CUST00047,2026-01-06,P0020,Yoga Mat,Sports,4,999,0.2,0,UPI,South,Email,Desktop,Completed
ORD000644,CUST00583,2025-10-16,P0014,Wall Clock,Home,4,1999,0.1,49,Cash on Delivery,East,Direct,Mobile,Completed
ORD000645,CUST00664,2025-12-31,P0012,Coffee Mug,Home,4,999,0.1,99,Debit Card,West,Email,Desktop,Completed
ORD000646,CUST00733,2026-01-11,P0014,Wall Clock,Home,4,2499,0.1,0,Wallet,West,Direct,Desktop,Completed
ORD000647,CUST00082,2025-11-10,P0005,T-Shirt,Fashion,2,1999,0.2,79,Debit Card,West,Referral,Tablet,Completed
ORD000648,CUST00750,2026-08-12,P0010,LED Lamp,Home,1,999,0.2,99,Debit Card,Central,Direct,Tablet,Completed
ORD000649,CUST00054,2025-11-30,P0007,Denim Jacket,Fashion,4,999,0.0,0,Cash on Delivery,Central,Paid Ads,Desktop,Cancelled
ORD000650,CUST00377,2025-10-25,P0018,Sunscreen,Beauty,3,299,0.05,79,Wallet,West,Referral,Mobile,Completed
ORD000651,CUST00664,2026-03-08,P0015,Face Serum,Beauty,4,1999,0.2,49,UPI,West,Direct,Mobile,Completed
ORD000652,CUST00055,2025-12-14,P0009,Sunglasses,Fashion,3,1499,0.2,79,UPI,Central,Social Media,Desktop,Completed
ORD000653,CUST00013,2026-02-01,P0020,Yoga Mat,Sports,3,2499,0.05,0,Wallet,East,Organic Search,Tablet,Completed
ORD000654,CUST00020,2026-05-11,P0011,Cushion Cover,Home,2,299,0.05,0,Credit Card,East,Referral,Mobile,Completed
ORD000655,CUST00407,2025-09-17,P0023,Resistance Band,Sports,2,399,0.0,0,Cash on Delivery,South,Email,Desktop,Completed
ORD000656,CUST00639,2026-02-21,P0015,Face Serum,Beauty,2,1499,0.05,0,Wallet,Central,Social Media,Mobile,Completed
ORD000657,CUST00101,2025-08-27,P0022,Water Bottle,Sports,3,699,0.05,49,Debit Card,East,Email,Mobile,Completed
ORD000658,CUST00099,2025-09-05,P0024,Running Shoes,Sports,3,999,0.1,99,Wallet,North,Organic Search,Mobile,Returned
ORD000659,CUST00452,2025-09-22,P0008,Backpack,Fashion,1,699,0.05,79,Cash on Delivery,South,Direct,Mobile,Returned
ORD000660,CUST00192,2025-10-18,P0006,Sneakers,Fashion,1,1499,0.0,0,Debit Card,Central,Paid Ads,Desktop,Completed
ORD000661,CUST00575,2025-12-25,P0020,Yoga Mat,Sports,1,1499,0.2,49,Debit Card,Central,Paid Ads,Mobile,Cancelled
ORD000662,CUST00758,2026-07-27,P0005,T-Shirt,Fashion,3,399,0.0,0,Cash on Delivery,Central,Email,Desktop,Returned
ORD000663,CUST00597,2026-07-16,P0018,Sunscreen,Beauty,3,1999,0.0,0,Debit Card,West,Email,Desktop,Completed
ORD000664,CUST00697,2025-09-26,P0004,Power Bank,Electronics,1,699,0.05,79,Cash on Delivery,East,Organic Search,Desktop,Completed
ORD000665,CUST00413,2026-08-16,P0021,Dumbbell Set,Sports,3,999,0.0,0,Cash on Delivery,South,Email,Mobile,Completed
ORD000666,CUST00659,2026-04-08,P0017,Hair Oil,Beauty,1,999,0.0,79,UPI,North,Organic Search,Mobile,Completed
ORD000667,CUST00146,2026-03-10,P0013,Storage Box,Home,4,1499,0.1,0,Credit Card,East,Referral,Desktop,Completed
ORD000668,CUST00054,2026-06-05,P0011,Cushion Cover,Home,3,499,0.0,0,Credit Card,Central,Social Media,Desktop,Completed
ORD000669,CUST00520,2026-02-12,P0015,Face Serum,Beauty,3,299,0.2,79,Debit Card,South,Social Media,Mobile,Cancelled
ORD000670,CUST00041,2025-11-24,P0009,Sunglasses,Fashion,3,399,0.15,0,Credit Card,North,Email,Mobile,Completed
ORD000671,CUST00709,2026-03-01,P0009,Sunglasses,Fashion,2,2499,0.0,0,Wallet,South,Organic Search,Tablet,Completed
ORD000672,CUST00544,2026-05-11,P0005,T-Shirt,Fashion,4,399,0.05,79,Wallet,West,Organic Search,Mobile,Completed
ORD000673,CUST00760,2026-04-26,P0003,Phone Case,Electronics,3,399,0.2,79,UPI,West,Referral,Mobile,Completed
ORD000674,CUST00260,2025-10-21,P0022,Water Bottle,Sports,1,1999,0.0,99,Cash on Delivery,North,Email,Tablet,Completed
ORD000675,CUST00387,2026-07-28,P0018,Sunscreen,Beauty,4,399,0.0,49,Credit Card,East,Paid Ads,Desktop,Completed
ORD000676,CUST00583,2025-12-01,P0011,Cushion Cover,Home,3,699,0.0,49,UPI,East,Email,Mobile,Returned
ORD000677,CUST00197,2026-06-15,P0020,Yoga Mat,Sports,2,499,0.0,79,Debit Card,East,Referral,Desktop,Completed
ORD000678,CUST00432,2025-12-11,P0015,Face Serum,Beauty,4,1499,0.2,79,Credit Card,Central,Direct,Mobile,Completed
ORD000679,CUST00521,2025-09-12,P0014,Wall Clock,Home,1,999,0.0,79,UPI,North,Social Media,Desktop,Completed
ORD000680,CUST00782,2026-08-18,P0002,Smart Watch,Electronics,3,999,0.2,0,Credit Card,West,Email,Desktop,Completed
ORD000681,CUST00584,2026-03-22,P0013,Storage Box,Home,3,999,0.15,99,Credit Card,South,Referral,Mobile,Completed
ORD000682,CUST00095,2025-11-06,P0002,Smart Watch,Electronics,4,1999,0.1,79,Debit Card,East,Paid Ads,Tablet,Completed
ORD000683,CUST00378,2025-08-20,P0017,Hair Oil,Beauty,3,999,0.15,99,Credit Card,East,Direct,Desktop,Completed
ORD000684,CUST00467,2025-10-06,P0001,Bluetooth Speaker,Electronics,4,999,0.0,49,Wallet,Central,Referral,Mobile,Completed
ORD000685,CUST00116,2025-10-21,P0012,Coffee Mug,Home,2,2499,0.0,49,Wallet,Central,Social Media,Desktop,Cancelled
ORD000686,CUST00350,2026-07-23,P0009,Sunglasses,Fashion,4,299,0.0,99,UPI,North,Referral,Desktop,Returned
ORD000687,CUST00230,2025-10-23,P0003,Phone Case,Electronics,1,1999,0.15,79,Wallet,West,Organic Search,Mobile,Completed
ORD000688,CUST00096,2025-10-18,P0011,Cushion Cover,Home,4,399,0.0,79,Credit Card,South,Social Media,Mobile,Completed
ORD000689,CUST00408,2026-06-21,P0005,T-Shirt,Fashion,4,499,0.0,99,Wallet,West,Paid Ads,Mobile,Cancelled
ORD000690,CUST00132,2026-07-06,P0006,Sneakers,Fashion,3,299,0.15,0,UPI,South,Organic Search,Tablet,Completed
ORD000691,CUST00468,2025-11-04,P0022,Water Bottle,Sports,1,999,0.1,0,UPI,North,Email,Mobile,Cancelled
ORD000692,CUST00134,2026-04-14,P0008,Backpack,Fashion,2,1999,0.05,0,Cash on Delivery,North,Email,Mobile,Cancelled
ORD000693,CUST00569,2026-03-03,P0010,LED Lamp,Home,1,699,0.0,49,Debit Card,East,Social Media,Desktop,Cancelled
ORD000694,CUST00159,2026-03-18,P0000,Wireless Earbuds,Electronics,4,1499,0.15,99,UPI,Central,Referral,Mobile,Completed
ORD000695,CUST00713,2025-12-11,P0007,Denim Jacket,Fashion,2,699,0.15,99,Cash on Delivery,West,Paid Ads,Mobile,Completed
ORD000696,CUST00021,2026-05-21,P0008,Backpack,Fashion,4,1999,0.0,0,Credit Card,South,Direct,Mobile,Completed
ORD000697,CUST00415,2026-07-07,P0017,Hair Oil,Beauty,4,2499,0.0,0,UPI,Central,Email,Mobile,Returned
ORD000698,CUST00266,2026-05-11,P0002,Smart Watch,Electronics,1,1499,0.2,79,UPI,West,Referral,Desktop,Completed
ORD000699,CUST00185,2026-07-15,P0023,Resistance Band,Sports,4,499,0.0,0,Wallet,West,Organic Search,Mobile,Cancelled
ORD000700,CUST00375,2025-09-29,P0003,Phone Case,Electronics,2,1999,0.05,49,Cash on Delivery,East,Referral,Mobile,Returned
ORD000701,CUST00666,2026-04-16,P0016,Lip Balm,Beauty,1,299,0.2,0,Debit Card,South,Organic Search,Mobile,Cancelled
ORD000702,CUST00731,2026-08-19,P0000,Wireless Earbuds,Electronics,2,2499,0.0,0,Credit Card,East,Direct,Desktop,Completed
ORD000703,CUST00250,2026-03-03,P0020,Yoga Mat,Sports,3,1999,0.15,49,Debit Card,East,Direct,Mobile,Completed
ORD000704,CUST00124,2026-07-29,P0017,Hair Oil,Beauty,4,1499,0.05,79,Credit Card,West,Organic Search,Mobile,Completed
ORD000705,CUST00566,2025-12-25,P0020,Yoga Mat,Sports,3,999,0.15,99,Wallet,Central,Organic Search,Desktop,Cancelled
ORD000706,CUST00461,2026-07-13,P0023,Resistance Band,Sports,1,499,0.1,49,UPI,East,Organic Search,Mobile,Completed
ORD000707,CUST00166,2026-07-28,P0020,Yoga Mat,Sports,2,699,0.0,79,Wallet,West,Organic Search,Desktop,Completed
ORD000708,CUST00594,2026-04-04,P0015,Face Serum,Beauty,2,299,0.2,99,Debit Card,West,Organic Search,Mobile,Completed
ORD000709,CUST00413,2026-05-04,P0020,Yoga Mat,Sports,3,499,0.05,49,Cash on Delivery,South,Referral,Desktop,Completed
ORD000710,CUST00518,2026-02-26,P0002,Smart Watch,Electronics,3,999,0.05,0,Cash on Delivery,Central,Paid Ads,Desktop,Completed
ORD000711,CUST00296,2025-12-13,P0016,Lip Balm,Beauty,1,499,0.1,99,Cash on Delivery,East,Direct,Desktop,Completed
ORD000712,CUST00355,2026-03-03,P0024,Running Shoes,Sports,1,1999,0.2,0,Wallet,East,Organic Search,Tablet,Returned
ORD000713,CUST00144,2026-08-06,P0009,Sunglasses,Fashion,1,1999,0.2,0,Credit Card,South,Email,Desktop,Returned
ORD000714,CUST00592,2025-08-25,P0024,Running Shoes,Sports,4,999,0.0,0,Credit Card,North,Social Media,Mobile,Completed
ORD000715,CUST00126,2025-11-02,P0012,Coffee Mug,Home,3,499,0.0,79,Cash on Delivery,West,Email,Desktop,Completed
ORD000716,CUST00611,2026-02-18,P0011,Cushion Cover,Home,2,499,0.0,0,Cash on Delivery,South,Direct,Desktop,Completed
ORD000717,CUST00625,2025-12-21,P0007,Denim Jacket,Fashion,4,999,0.0,0,Cash on Delivery,East,Paid Ads,Mobile,Returned
ORD000718,CUST00585,2026-04-04,P0002,Smart Watch,Electronics,1,1499,0.0,79,Wallet,North,Organic Search,Mobile,Completed
ORD000719,CUST00014,2025-12-29,P0021,Dumbbell Set,Sports,1,399,0.05,0,Cash on Delivery,South,Paid Ads,Mobile,Completed
ORD000720,CUST00221,2026-04-17,P0018,Sunscreen,Beauty,2,699,0.0,0,UPI,South,Direct,Tablet,Completed
ORD000721,CUST00372,2025-09-27,P0010,LED Lamp,Home,1,699,0.05,49,Credit Card,Central,Email,Desktop,Cancelled
ORD000722,CUST00471,2025-12-19,P0024,Running Shoes,Sports,4,499,0.15,0,Debit Card,Central,Referral,Desktop,Completed
ORD000723,CUST00733,2026-04-29,P0004,Power Bank,Electronics,4,399,0.05,99,Cash on Delivery,West,Referral,Desktop,Returned
ORD000724,CUST00308,2026-02-08,P0019,Face Wash,Beauty,3,1999,0.0,99,Wallet,South,Organic Search,Desktop,Completed
ORD000725,CUST00695,2026-05-07,P0011,Cushion Cover,Home,4,699,0.0,79,Cash on Delivery,West,Organic Search,Desktop,Completed
ORD000726,CUST00130,2026-04-09,P0015,Face Serum,Beauty,2,999,0.0,0,Cash on Delivery,West,Organic Search,Mobile,Returned
ORD000727,CUST00305,2025-12-17,P0000,Wireless Earbuds,Electronics,1,299,0.1,49,Wallet,Central,Paid Ads,Mobile,Completed
ORD000728,CUST00041,2026-01-23,P0015,Face Serum,Beauty,2,499,0.0,0,Credit Card,North,Social Media,Desktop,Completed
ORD000729,CUST00583,2026-08-07,P0016,Lip Balm,Beauty,1,399,0.0,0,Credit Card,East,Organic Search,Desktop,Completed
ORD000730,CUST00120,2026-08-06,P0024,Running Shoes,Sports,4,499,0.15,99,Debit Card,North,Referral,Desktop,Completed
ORD000731,CUST00209,2025-09-01,P0008,Backpack,Fashion,3,1999,0.0,49,Credit Card,East,Social Media,Tablet,Completed
ORD000732,CUST00609,2026-05-04,P0001,Bluetooth Speaker,Electronics,4,999,0.2,79,Cash on Delivery,West,Direct,Desktop,Completed
ORD000733,CUST00424,2026-02-15,P0001,Bluetooth Speaker,Electronics,2,2499,0.0,79,Debit Card,Central,Referral,Mobile,Cancelled
ORD000734,CUST00010,2025-08-20,P0003,Phone Case,Electronics,3,699,0.15,0,Debit Card,North,Organic Search,Mobile,Completed
ORD000735,CUST00002,2026-04-08,P0007,Denim Jacket,Fashion,2,1999,0.0,0,Wallet,North,Social Media,Mobile,Completed
ORD000736,CUST00407,2025-08-28,P0020,Yoga Mat,Sports,2,399,0.0,99,Credit Card,South,Direct,Desktop,Completed
ORD000737,CUST00252,2025-12-14,P0004,Power Bank,Electronics,3,1999,0.0,99,Wallet,North,Referral,Mobile,Completed
ORD000738,CUST00144,2026-04-28,P0003,Phone Case,Electronics,4,999,0.05,49,Credit Card,South,Direct,Mobile,Completed
ORD000739,CUST00483,2026-06-12,P0000,Wireless Earbuds,Electronics,3,299,0.0,49,Cash on Delivery,Central,Paid Ads,Mobile,Completed
ORD000740,CUST00190,2026-01-17,P0009,Sunglasses,Fashion,3,1499,0.0,0,Wallet,East,Paid Ads,Desktop,Cancelled
ORD000741,CUST00469,2026-06-11,P0015,Face Serum,Beauty,3,699,0.2,0,Debit Card,North,Direct,Mobile,Returned
ORD000742,CUST00312,2026-06-22,P0007,Denim Jacket,Fashion,2,299,0.2,0,Wallet,East,Email,Desktop,Completed
ORD000743,CUST00148,2026-01-30,P0012,Coffee Mug,Home,4,1999,0.05,99,Debit Card,East,Paid Ads,Mobile,Cancelled
ORD000744,CUST00109,2025-10-22,P0006,Sneakers,Fashion,4,999,0.0,99,Credit Card,Central,Social Media,Desktop,Completed
ORD000745,CUST00194,2026-04-17,P0020,Yoga Mat,Sports,2,999,0.0,0,Credit Card,South,Referral,Desktop,Completed
ORD000746,CUST00023,2025-08-25,P0000,Wireless Earbuds,Electronics,4,999,0.2,0,Debit Card,North,Paid Ads,Mobile,Completed
ORD000747,CUST00254,2026-07-12,P0005,T-Shirt,Fashion,2,299,0.2,0,Wallet,West,Paid Ads,Desktop,Returned
ORD000748,CUST00719,2026-01-08,P0014,Wall Clock,Home,3,499,0.15,99,UPI,West,Referral,Desktop,Completed
ORD000749,CUST00658,2026-05-24,P0021,Dumbbell Set,Sports,3,1499,0.2,49,Debit Card,West,Direct,Mobile,Completed
ORD000750,CUST00305,2026-05-15,P0010,LED Lamp,Home,4,499,0.1,0,Wallet,Central,Paid Ads,Desktop,Cancelled
ORD000751,CUST00457,2026-02-08,P0001,Bluetooth Speaker,Electronics,4,2499,0.1,49,Debit Card,North,Paid Ads,Desktop,Cancelled
ORD000752,CUST00452,2026-08-09,P0013,Storage Box,Home,2,499,0.15,0,Credit Card,South,Referral,Mobile,Completed
ORD000753,CUST00656,2026-06-06,P0006,Sneakers,Fashion,3,699,0.1,79,Wallet,South,Paid Ads,Mobile,Completed
ORD000754,CUST00194,2026-07-08,P0007,Denim Jacket,Fashion,3,699,0.0,99,UPI,South,Direct,Mobile,Completed
ORD000755,CUST00239,2025-09-23,P0023,Resistance Band,Sports,4,299,0.1,0,Wallet,East,Social Media,Mobile,Completed
ORD000756,CUST00248,2026-02-12,P0023,Resistance Band,Sports,1,1999,0.0,99,UPI,South,Paid Ads,Mobile,Returned
ORD000757,CUST00032,2026-08-02,P0006,Sneakers,Fashion,3,399,0.1,79,Credit Card,North,Social Media,Desktop,Cancelled
ORD000758,CUST00261,2026-06-12,P0014,Wall Clock,Home,3,699,0.0,0,Credit Card,East,Direct,Tablet,Completed
ORD000759,CUST00698,2026-02-01,P0013,Storage Box,Home,2,2499,0.05,0,Credit Card,East,Direct,Mobile,Completed
ORD000760,CUST00729,2025-09-14,P0024,Running Shoes,Sports,2,2499,0.0,0,Debit Card,South,Organic Search,Desktop,Completed
ORD000761,CUST00088,2025-12-01,P0023,Resistance Band,Sports,3,399,0.2,99,Debit Card,Central,Referral,Desktop,Completed
ORD000762,CUST00366,2026-03-16,P0008,Backpack,Fashion,2,699,0.15,79,Cash on Delivery,West,Paid Ads,Desktop,Cancelled
